Matrix;Primary somatosensory area, barrel field (L);Primary somatosensory area, barrel field (R);Primary somatosensory area, lower limb (L);Primary somatosensory area, lower limb (R);Supplemental somatosensory area (L);Supplemental somatosensory area (R);Olfactory areas (L);Olfactory areas (R);Hippocampal formation (L);Hippocampal formation (R);Cortical subplate (L);Cortical subplate (R);Striatum (L);Striatum (R);Pallidum (L);Pallidum (R);Thalamus (L);Thalamus (R);Hypothalamus (L);Hypothalamus (R)
Primary somatosensory area, barrel field (L);1;-0.0545637054915543;0.377703649927706;-0.143840305336032;0.0162800423134433;-0.309046987992242;-0.311395765347711;-0.203048988028048;0.217129452334675;-0.183334328390024;-0.0503117850875569;-0.133184271825429;0.0826046223557785;-0.248892037354752;;;0.188090720452943;0.0286895788427829;0.160556570377419;-0.0890241438121908
Primary somatosensory area, barrel field (R);-0.0545637054915543;1;0.125327104544477;-0.364682934767836;-0.62652573656016;0.729010780515716;0.587740832704992;0.829884370236716;-0.530967493746723;-0.371738237288134;-0.21845306414328;0.88365287989728;0.0507747759720535;-0.187268601946404;;;-0.326234136231022;-0.471668004031614;-0.304859568221667;-0.663381188489797
Primary somatosensory area, lower limb (L);0.377703649927706;0.125327104544477;1;-0.163231949891203;-0.192999521701613;-0.0623393097568718;0.0838200017014819;0.110544788940235;-0.088146245986866;-0.18924077607752;0.0127336850404561;0.0720319586738129;0.0165116534442541;-0.0552022480791767;;;-0.119162953876733;-0.241328352105552;0.00856229430187409;-0.243512179943988
Primary somatosensory area, lower limb (R);-0.143840305336032;-0.364682934767836;-0.163231949891203;0.999999999999999;0.089432424279599;-0.335016869686212;-0.0458624826889609;-0.272413238991691;-0.031820695536827;0.0502840456060519;0.251702166781235;-0.34159854184013;-0.0481112312708592;-0.00307245651000774;;;-0.0408889664155853;0.0255966497275903;-0.0952960580869365;0.215541356268782
Supplemental somatosensory area (L);0.0162800423134433;-0.62652573656016;-0.192999521701613;0.089432424279599;1;-0.435802421687823;-0.507943781611303;-0.61255413551348;0.289405544322928;0.0742345079270262;0.0825450047424539;-0.602904716127516;-0.00935063254680836;0.0137329311846063;;;0.199044123090352;0.365417575854707;0.17198339939606;0.379707373981598
Supplemental somatosensory area (R);-0.309046987992242;0.729010780515716;-0.0623393097568718;-0.335016869686212;-0.435802421687823;1;0.425164449000108;0.618539850899343;-0.427630222985549;-0.185202881213165;-0.353077778877133;0.630216210934365;-0.247025727921879;-0.151816688340813;;;-0.122532427533354;-0.293774255723895;-0.468448396638078;-0.482344942920978
Olfactory areas (L);-0.311395765347711;0.587740832704992;0.0838200017014819;-0.0458624826889609;-0.507943781611303;0.425164449000108;1;0.710941980734218;-0.498681863777209;-0.0522802315540881;0.104205651599714;0.613741614270492;0.168074091401373;-0.0358035370921038;;;-0.273537288394663;-0.437953968298763;-0.120654227722689;-0.340712937759931
Olfactory areas (R);-0.203048988028048;0.829884370236716;0.110544788940235;-0.272413238991691;-0.61255413551348;0.618539850899343;0.710941980734218;1;-0.549150181364019;-0.147190290385022;-0.18314800018275;0.845071640416211;0.207712451902214;-0.162899508343678;;;-0.261398772682491;-0.572719136970379;-0.229354354580703;-0.558949145285613
Hippocampal formation (L);0.217129452334675;-0.530967493746723;-0.088146245986866;-0.031820695536827;0.289405544322928;-0.427630222985549;-0.498681863777209;-0.549150181364019;1;0.454225357574575;-0.152202477448705;-0.471214359094254;-0.107720657053502;-0.169433994394927;;;0.448609685485327;0.54507161188206;0.0242904723082627;0.332043493020495
Hippocampal formation (R);-0.183334328390024;-0.371738237288134;-0.18924077607752;0.0502840456060519;0.0742345079270262;-0.185202881213165;-0.0522802315540881;-0.147190290385022;0.454225357574575;1;-0.0983931237134687;-0.265563702883895;0.0837364936155653;-0.169921443022723;;;0.436734151941004;0.393963219993123;-0.0442982305504812;0.26960763005183
Cortical subplate (L);-0.0503117850875569;-0.21845306414328;0.0127336850404561;0.251702166781235;0.0825450047424539;-0.353077778877133;0.104205651599714;-0.18314800018275;-0.152202477448705;-0.0983931237134687;1;-0.156893057644204;0.220749080870285;0.071993773370572;;;-0.285693482166326;-0.118182066375265;0.0954319103479331;0.0602959930699273
Cortical subplate (R);-0.133184271825429;0.88365287989728;0.0720319586738129;-0.34159854184013;-0.602904716127516;0.630216210934365;0.613741614270492;0.845071640416211;-0.471214359094254;-0.265563702883895;-0.156893057644204;1;0.166502967359516;-0.179932916004665;;;-0.341456463313576;-0.563567394538925;-0.253840908431931;-0.610170725760666
