Time (s),"Primary somatosensory area, barrel field (L)","Primary somatosensory area, barrel field (R)","Primary somatosensory area, lower limb (L)","Primary somatosensory area, lower limb (R)",Supplemental somatosensory area (L),Supplemental somatosensory area (R),Olfactory areas (L),Olfactory areas (R),Hippocampal formation (L),Hippocampal formation (R),Cortical subplate (L),Cortical subplate (R),Striatum (L),Striatum (R),Pallidum (L),Pallidum (R),Thalamus (L),Thalamus (R),Hypothalamus (L),Hypothalamus (R)
6.4,0.668504567557681,2.11268294567007,,,4.45868462319749,4.15467640935312,5.1572864479615,5.6084602264114,6.74121499982997,7.70093490569317,9.68635178109784,10.3971243669378,,,,,11.2214476337788,12.5390404144625,13.200828281571,13.702054852393
6.99999999999991,0.654491940065486,2.13178511890715,,,4.39501301448602,4.18463994917468,5.11932700494864,5.64068215460227,6.81290670081712,7.70395469923714,9.72794369076233,10.4499216329907,,,,,11.3035771258807,12.6133874658514,13.1523986166322,13.5832362977694
7.59999999999982,0.64047907321789,2.15088656174966,,,4.33134216762256,4.21460377410601,5.08136655937067,5.67290445866468,6.88478218908606,7.70681432272375,9.76953388258661,10.5027192757686,,,,,11.3857095780651,12.687739591423,13.1039725446075,13.4644201779818
8.19999999999973,0.626517855972202,2.17014561368771,,,4.26750692444591,4.24450607627147,5.04362245354851,5.7050456548234,6.95666951042076,7.71354572810726,9.81149476068457,10.5554356264697,,,,,11.4672032851866,12.7609967781984,13.0547711711961,13.3450786541036
8.79999999999964,0.612494300849377,2.18921444118898,,,4.20387009745823,4.27448263261273,5.00561723901265,5.73728474320873,7.02487489078418,7.71764940302412,9.85300824336167,10.608250091683,,,,,11.550196874457,12.8355754884246,13.0065055386384,13.2263712604885
9.39999999999955,0.598158347013972,2.20732998199061,,,4.14122760914288,4.30483130475236,4.96702257648888,5.77001440661795,7.07037624806658,7.75779107282448,9.9034065680879,10.6615562458772,,,,,11.6397751921884,12.8781940205961,12.9629292579075,13.1108417337966
9.99999999999946,0.587532392941586,2.22403929316535,,,4.12602093774308,4.33572889912128,4.99186034099899,5.75740834388646,7.12065040796694,7.79499584247217,9.88931936235236,10.5767309775406,,,,,11.7515664837648,12.8980854986486,12.9262704191932,13
10.5999999999994,0.589196932407384,2.15092617001823,,,4.09494949522699,4.25893621726722,5.0236226628166,5.77237095877993,7.06359569984581,7.78300146442504,9.81631325963235,10.4695649831234,,,,,11.799861457943,12.8425963683667,12.8985600282222,13.0480176339072
11.1999999999993,0.585741765042899,2.0789012990017,,,4.09704536707427,4.18171873581121,5.04210760543575,5.77299984284765,7.0213071456919,7.70661385427437,9.75681528413524,10.4233683896521,,,,,11.8293687745333,12.7875894212796,12.807807176017,13.1845645156101
11.7999999999992,0.580982098221324,2.00289573942266,,,4.10329335032917,4.10605511753521,5.09768010810238,5.77567724640835,6.97997430332972,7.6379972520243,9.70168845341032,10.379224967282,,,,,11.8731200136663,12.6960365723042,12.7366358927038,13.3343813805399
12.3999999999991,0.576327397619584,1.92721048494492,,,4.10920723498678,4.03026646805029,5.15369227275147,5.77818981636466,6.93318871109824,7.58084015638339,9.64731495931247,10.334916337017,,,,,11.9161676727618,12.6022585060544,12.663888983388,13.4831304796159
12.999999999999,0.571765323012413,1.85180787929096,,,4.11482629894009,3.95436748649763,5.21009241105974,5.78055693117769,6.88865767325483,7.52889874105505,9.59360623674244,10.2904619213212,,,,,11.9580698361606,12.5065168274777,12.5897516846135,13.6309373434248
13.5999999999989,0.567189119565078,1.77636215938952,,,4.1204903337963,3.87848533460663,5.26643336924432,5.78294623320157,6.84397903022505,7.47600988178035,9.53979611228513,10.2460297432171,,,,,12.0001467294037,12.4110746713498,12.5158264709078,13.7788879324542
14.1999999999988,0.562590581329037,1.70084828473534,,,4.12622545839538,3.80262978694733,5.32268077583203,5.78537060863983,6.79989263293552,7.42098460858136,9.48582569231162,10.2016327181693,,,,,12.0424998345727,12.3161059985741,12.4422365200505,13.9270657214795
14.7999999999987,0.557974681404607,1.62528143077632,,,4.13201584377975,3.7267949197783,5.37885546117335,5.78782224798909,6.75308972302315,7.36675638243995,9.43173066848183,10.1572630189411,,,,,12.0850676498717,12.2215053825788,12.3689071818715,14.075420121781
15.3999999999986,0.553402439023319,1.54984779809363,,,4.13766727089786,3.65090804963722,5.43521301069705,5.79020532975663,6.70413983600364,7.31846608917811,9.37794897237165,10.1128246064562,,,,,12.1261785482302,12.1259792543634,12.2949225094307,14.2233304169798
15.9999999999985,0.548953614564105,1.47479077600143,,,4.14292586921151,3.57487416941972,5.44533578111569,5.79239460230655,6.66740666866744,7.24100169052485,9.31730674575107,10.0681919446679,,,,,12.1533123250659,12.0212376254235,12.2190852363387,14.3699852469143
16.5999999999985,0.542118932268379,1.40013112925034,,,4.10674261890056,3.49868517359809,5.45668316136801,5.83878281403785,6.63649008396257,7.15281712694667,9.26039335020175,10.1000832697197,,,,,12.1395142316843,11.9679903855517,12.1412932178564,14.5153153904211
17.1999999999984,0.565880865086967,1.48858484795067,,,4.10679978850419,3.5248470845991,5.46809839354028,5.88343614177078,6.68244556675464,7.12243902017695,9.29296913213752,10.124721330899,,,,,12.1139397360732,11.9784436905723,12.1458469516145,14.5919116750968
17.7999999999983,0.598120126610723,1.57820279219455,,,4.08374699978344,3.55055453975026,5.50484900482222,5.96725206925327,6.69354256024165,7.16273668908437,9.34324007340357,10.1666228326757,,,,,12.0451078457362,12.0225855708917,12.2453148029882,14.5955946998589
18.3999999999982,0.630637135667375,1.6686682848382,,,4.05981016416373,3.57593115408557,5.52289021852126,6.05063183615939,6.7048626348562,7.2297520027891,9.38955203298403,10.2080871834788,,,,,11.9615517460516,12.0403371952052,12.3406134441566,14.5964523458271
18.9999999999981,0.6631773347532,1.75920454200643,,,4.03579951664309,3.60128014546383,5.54102856608115,6.13397518662505,6.72025970744269,7.29817934264632,9.43603042609317,10.24951503515,,,,,11.8751105301439,12.0575972056108,12.4355639846406,14.5970740918901
19.599999999998,0.695675962200135,1.8496139430487,,,4.01192118813196,3.62667865517546,5.55899278648664,6.21738381907467,6.73276003406675,7.36572403625094,9.48221046189962,10.2910083170421,,,,,11.7891834262161,12.0757385083897,12.5311385483134,14.5981187242547
20.1999999999979,0.728189748539278,1.94006960154895,,,3.98799461014943,3.6520591082721,5.57702050149648,6.30076864677219,6.74650610058282,7.43344401207466,9.52849929221865,10.3324777401282,,,,,11.7030688539013,12.0935584522699,12.6264855650212,14.5990091532241
