Matrix;Primary somatosensory area, barrel field (L);Primary somatosensory area, barrel field (R);Primary somatosensory area, lower limb (L);Primary somatosensory area, lower limb (R);Supplemental somatosensory area (L);Supplemental somatosensory area (R);Olfactory areas (L);Olfactory areas (R);Hippocampal formation (L);Hippocampal formation (R);Cortical subplate (L);Cortical subplate (R);Striatum (L);Striatum (R);Pallidum (L);Pallidum (R);Thalamus (L);Thalamus (R);Hypothalamus (L);Hypothalamus (R)
Primary somatosensory area, barrel field (L);1;0.295170748146718;;;0.289780505220079;0.154965326809374;0.11366392708722;0.161173664298332;0.503185494575774;0.243757774890081;0.12473665014355;0.261095386059994;;;;;-0.186428579413005;-0.249445593818608;0.100125828437001;-0.0492372402002353
Primary somatosensory area, barrel field (R);0.295170748146718;1;;;0.264160822641966;0.456839196518435;0.204547326593998;0.259419107352671;0.0961132193569657;0.38549137205304;-0.0556395837909899;0.151475676279768;;;;;-0.164392256554958;-0.107690634715272;0.0822329921108747;0.0995236205431709
Primary somatosensory area, lower limb (L);;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, lower limb (R);;;;;;;;;;;;;;;;;;;;
Supplemental somatosensory area (L);0.289780505220079;0.264160822641966;;;1;0.382237641601317;0.351911036947538;0.169470004237506;-0.173412219141454;0.204770849736123;0.268842768355084;0.154998579644798;;;;;-0.0138528545157904;-0.163498897613575;-0.0621877171837232;0.0535382583850492
Supplemental somatosensory area (R);0.154965326809374;0.456839196518435;;;0.382237641601317;1;0.249519699626127;0.357889494641496;-0.148844211218952;0.293386854976402;0.207927750571456;0.129256189008116;;;;;-0.0336143068083532;-0.262000564213355;-0.0521969241215175;0.160545463795247
Olfactory areas (L);0.11366392708722;0.204547326593998;;;0.351911036947538;0.249519699626127;1;0.36745232227147;-0.214146890144229;0.208655880213818;0.163112111590088;0.119929507538252;;;;;0.219078768094258;-0.0821973279027685;0.104893632050093;0.332283189626871
Olfactory areas (R);0.161173664298332;0.259419107352671;;;0.169470004237506;0.357889494641496;0.36745232227147;1;-0.182846357734873;0.107480327883536;0.11729095505413;0.0476763081534191;;;;;0.0776535645545693;-0.257144261464431;0.0319490568603829;0.155462785254019
Hippocampal formation (L);0.503185494575774;0.0961132193569657;;;-0.173412219141454;-0.148844211218952;-0.214146890144229;-0.182846357734873;1;0.271888858223529;0.0560919903875193;0.13439652830757;;;;;-0.393796448786651;0.0736449851091055;-0.0932497637570887;-0.300907878890034
Hippocampal formation (R);0.243757774890081;0.38549137205304;;;0.204770849736123;0.293386854976402;0.208655880213818;0.107480327883536;0.271888858223529;0.999999999999999;0.0405405367066478;0.152979448454734;;;;;-0.463928539251319;-0.086349424436233;-0.267741183143309;-0.131060776118421
Cortical subplate (L);0.12473665014355;-0.0556395837909899;;;0.268842768355084;0.207927750571456;0.163112111590088;0.11729095505413;0.0560919903875193;0.0405405367066478;1;0.121389366128114;;;;;0.227305119540952;0.133751350173126;0.311918782467128;0.11715938240693
Cortical subplate (R);0.261095386059994;0.151475676279768;;;0.154998579644798;0.129256189008116;0.119929507538252;0.0476763081534191;0.13439652830757;0.152979448454734;0.121389366128114;1;;;;;-0.0751904141144669;-0.194081827016279;-0.223239540747902;0.0687553294513602
Striatum (L);;;;;;;;;;;;;;;;;;;;
Striatum (R);;;;;;;;;;;;;;;;;;;;
Pallidum (L);;;;;;;;;;;;;;;;;;;;
Pallidum (R);;;;;;;;;;;;;;;;;;;;
Thalamus (L);-0.186428579413005;-0.164392256554958;;;-0.0138528545157904;-0.0336143068083532;0.219078768094258;0.0776535645545693;-0.393796448786651;-0.463928539251319;0.227305119540952;-0.0751904141144669;;;;;1;-0.0794732124981815;0.148449775861694;-0.093157546391814
Thalamus (R);-0.249445593818608;-0.107690634715272;;;-0.163498897613575;-0.262000564213355;-0.0821973279027685;-0.257144261464431;0.0736449851091055;-0.086349424436233;0.133751350173126;-0.194081827016279;;;;;-0.0794732124981815;1;-0.0814605952741941;-0.297001685997561
Hypothalamus (L);0.100125828437001;0.0822329921108747;;;-0.0621877171837232;-0.0521969241215175;0.104893632050093;0.0319490568603829;-0.0932497637570887;-0.267741183143309;0.311918782467128;-0.223239540747902;;;;;0.148449775861694;-0.0814605952741941;0.999999999999999;-0.114367862774657
Hypothalamus (R);-0.0492372402002353;0.0995236205431709;;;0.0535382583850492;0.160545463795247;0.332283189626871;0.155462785254019;-0.300907878890034;-0.131060776118421;0.11715938240693;0.0687553294513602;;;;;-0.093157546391814;-0.297001685997561;-0.114367862774657;1
