Matrix;Primary somatosensory area, barrel field (L);Primary somatosensory area, barrel field (R);Primary somatosensory area, lower limb (L);Primary somatosensory area, lower limb (R);Supplemental somatosensory area (L);Supplemental somatosensory area (R);Olfactory areas (L);Olfactory areas (R);Hippocampal formation (L);Hippocampal formation (R);Cortical subplate (L);Cortical subplate (R);Striatum (L);Striatum (R);Pallidum (L);Pallidum (R);Thalamus (L);Thalamus (R);Hypothalamus (L);Hypothalamus (R)
Primary somatosensory area, barrel field (L);;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, barrel field (R);;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, lower limb (L);;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, lower limb (R);;;;;;;;;;;;;;;;;;;;
Supplemental somatosensory area (L);;;;;;;;;;;;;;;;;;;;
Supplemental somatosensory area (R);;;;;;;;;;;;;;;;;;;;
Olfactory areas (L);;;;;;;1;0.163078775605978;0.0488519899501845;0.220119582992699;0.143320764669455;0.0579307971960376;;;;;-0.19590066153617;-0.132727484570759;-0.282550376822927;-0.118236363325123
Olfactory areas (R);;;;;;;0.163078775605978;1;-0.0104475503190908;0.143859462981998;0.123254064154233;0.085397270974215;;;;;-0.329028848104644;-0.116699795490607;-0.169709457771677;-0.111186419134546
Hippocampal formation (L);;;;;;;0.0488519899501845;-0.0104475503190908;1;-0.0349056542417435;0.00991709254490778;-0.179738787026943;;;;;-0.108190549485049;-0.165062169283585;-0.201211494927449;-0.269285149217041
Hippocampal formation (R);;;;;;;0.220119582992699;0.143859462981998;-0.0349056542417435;1;0.0888071689503277;-0.0833261290238421;;;;;-0.303460807310826;-0.25156971140754;-0.323698592553401;-0.25599595956083
Cortical subplate (L);;;;;;;0.143320764669455;0.123254064154233;0.00991709254490778;0.0888071689503277;1;0.149434245681701;;;;;-0.177581671662152;-0.165758941219237;-0.083904507482163;-0.0480182714078429
Cortical subplate (R);;;;;;;0.0579307971960376;0.085397270974215;-0.179738787026943;-0.0833261290238421;0.149434245681701;1;;;;;-0.0522316934538324;0.0695289427411492;-0.173299408044156;-0.0651245838343884
Striatum (L);;;;;;;;;;;;;;;;;;;;
Striatum (R);;;;;;;;;;;;;;;;;;;;
Pallidum (L);;;;;;;;;;;;;;;;;;;;
Pallidum (R);;;;;;;;;;;;;;;;;;;;
Thalamus (L);;;;;;;-0.19590066153617;-0.329028848104644;-0.108190549485049;-0.303460807310826;-0.177581671662152;-0.0522316934538324;;;;;1;-0.0765046356023333;-0.0732922312841657;-0.220135845998471
Thalamus (R);;;;;;;-0.132727484570759;-0.116699795490607;-0.165062169283585;-0.25156971140754;-0.165758941219237;0.0695289427411492;;;;;-0.0765046356023333;1;-0.129922652326072;-0.233785395360012
Hypothalamus (L);;;;;;;-0.282550376822927;-0.169709457771677;-0.201211494927449;-0.323698592553401;-0.083904507482163;-0.173299408044156;;;;;-0.0732922312841657;-0.129922652326072;1;0.0202629488971748
Hypothalamus (R);;;;;;;-0.118236363325123;-0.111186419134546;-0.269285149217041;-0.25599595956083;-0.0480182714078429;-0.0651245838343884;;;;;-0.220135845998471;-0.233785395360012;0.0202629488971748;1
