Matrix;Primary somatosensory area, barrel field (L);Primary somatosensory area, barrel field (R);Primary somatosensory area, lower limb (L);Primary somatosensory area, lower limb (R);Supplemental somatosensory area (L);Supplemental somatosensory area (R);Olfactory areas (L);Olfactory areas (R);Hippocampal formation (L);Hippocampal formation (R);Cortical subplate (L);Cortical subplate (R);Striatum (L);Striatum (R);Pallidum (L);Pallidum (R);Thalamus (L);Thalamus (R);Hypothalamus (L);Hypothalamus (R)
Primary somatosensory area, barrel field (L);1;0.0247001899300354;;;0.0905780478299171;0.0617127246079753;0.139053375038569;-0.121678754566183;0.229488326884909;0.0233501714807862;0.230326243811128;-0.0024465754631295;;-0.149644093464549;;;0.176911845506338;0.147688706917606;0.123946311308017;0.0279581683539886
Primary somatosensory area, barrel field (R);0.0247001899300354;1;;;0.357662544119967;0.214893405494232;-0.132119605896601;-0.0472382817656503;0.181106638243028;0.374688966608398;0.239999731863502;-0.0269395701241369;;0.065644075845282;;;0.00673471744730792;-0.109211052128468;-0.0950360637154802;0.0354598386755404
Primary somatosensory area, lower limb (L);;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, lower limb (R);;;;;;;;;;;;;;;;;;;;
Supplemental somatosensory area (L);0.0905780478299171;0.357662544119967;;;1;0.22044318821538;-0.199299359587277;-0.158510238781683;0.390987924662281;0.394116028612309;0.251624680123054;0.0687212184698555;;-0.0198480246656042;;;0.111680852271248;0.020690122662557;-0.0552716887162371;0.138112917317531
Supplemental somatosensory area (R);0.0617127246079753;0.214893405494232;;;0.22044318821538;1;-0.3190564120038;-0.0791144118956343;0.378496970430074;0.438332254586659;-0.0179491920049532;0.0137681241455453;;0.0447879483499363;;;0.502008192444906;0.336714719109358;0.396624048787163;0.350387948313501
Olfactory areas (L);0.139053375038569;-0.132119605896601;;;-0.199299359587277;-0.3190564120038;1;0.340672622502531;-0.266666987706646;-0.666423609331857;0.294620706905604;-0.115070105148571;;-0.0824626749586809;;;-0.301483231170697;-0.0993221038696307;-0.050165678824753;-0.253303249933982
Olfactory areas (R);-0.121678754566183;-0.0472382817656503;;;-0.158510238781683;-0.0791144118956343;0.340672622502531;1;-0.190628548515224;-0.292279634497882;-0.183274950482768;0.0755248204769;;0.126010833022774;;;-0.119693853415882;0.0802077010201366;0.0469272026460212;-0.051061972275237
Hippocampal formation (L);0.229488326884909;0.181106638243028;;;0.390987924662281;0.378496970430074;-0.266666987706646;-0.190628548515224;1;0.654735209278592;0.242127559606862;-0.00455273796538144;;0.0340918716511955;;;0.500336033052244;0.298071525153449;0.166581118651496;0.318005796498006
Hippocampal formation (R);0.0233501714807862;0.374688966608398;;;0.394116028612309;0.438332254586659;-0.666423609331857;-0.292279634497882;0.654735209278592;1;0.0137326879894759;0.0121987680387129;;0.105020406602277;;;0.46530597597064;0.238501913544935;0.123147895613566;0.340563604881573
Cortical subplate (L);0.230326243811128;0.239999731863502;;;0.251624680123054;-0.0179491920049532;0.294620706905604;-0.183274950482768;0.242127559606862;0.0137326879894759;1;-0.0332165278233879;;-0.0478527212184041;;;0.0365043888620281;-0.0703313742014011;-0.14253474395859;-0.0134108936576964
Cortical subplate (R);-0.0024465754631295;-0.0269395701241369;;;0.0687212184698555;0.0137681241455453;-0.115070105148571;0.0755248204769;-0.00455273796538144;0.0121987680387129;-0.0332165278233879;1;;0.0956776176338499;;;0.0395637319393684;0.0103101484345755;-0.0199592926695849;0.00382646826474566
Striatum (L);;;;;;;;;;;;;;;;;;;;
Striatum (R);-0.149644093464549;0.065644075845282;;;-0.0198480246656042;0.0447879483499363;-0.0824626749586809;0.126010833022774;0.0340918716511955;0.105020406602277;-0.0478527212184041;0.0956776176338499;;1;;;0.0713644902940295;0.0419516356788867;0.00246846225514279;0.0876235570732994
Pallidum (L);;;;;;;;;;;;;;;;;;;;
Pallidum (R);;;;;;;;;;;;;;;;;;;;
Thalamus (L);0.176911845506338;0.00673471744730792;;;0.111680852271248;0.502008192444906;-0.301483231170697;-0.119693853415882;0.500336033052244;0.46530597597064;0.0365043888620281;0.0395637319393684;;0.0713644902940295;;;1;0.581398125555119;0.527869334917975;0.459092432794404
Thalamus (R);0.147688706917606;-0.109211052128468;;;0.020690122662557;0.336714719109358;-0.0993221038696307;0.0802077010201366;0.298071525153449;0.238501913544935;-0.0703313742014011;0.0103101484345755;;0.0419516356788867;;;0.581398125555119;1;0.533094399919716;0.516091983272999
Hypothalamus (L);0.123946311308017;-0.0950360637154802;;;-0.0552716887162371;0.396624048787163;-0.050165678824753;0.0469272026460212;0.166581118651496;0.123147895613566;-0.14253474395859;-0.0199592926695849;;0.00246846225514279;;;0.527869334917975;0.533094399919716;1;0.385537604557937
Hypothalamus (R);0.0279581683539886;0.0354598386755404;;;0.138112917317531;0.350387948313501;-0.253303249933982;-0.051061972275237;0.318005796498006;0.340563604881573;-0.0134108936576964;0.00382646826474566;;0.0876235570732994;;;0.459092432794404;0.516091983272999;0.385537604557937;0.999999999999999
