Time (s),"Primary somatosensory area, barrel field (L)","Primary somatosensory area, barrel field (R)","Primary somatosensory area, lower limb (L)","Primary somatosensory area, lower limb (R)",Supplemental somatosensory area (L),Supplemental somatosensory area (R),Olfactory areas (L),Olfactory areas (R),Hippocampal formation (L),Hippocampal formation (R),Cortical subplate (L),Cortical subplate (R),Striatum (L),Striatum (R),Pallidum (L),Pallidum (R),Thalamus (L),Thalamus (R),Hypothalamus (L),Hypothalamus (R)
10,2.98988060214809,3.10753772705921,3.71452061327122,4.48448174236912,6.21796492975951,6.92813431854984,7.02055044257456,10.26836052222,9.76298356501713,11.7118800063963,11.6477311811162,15.3107978691276,12.9027883814922,14.5181293839996,14.2601120379119,16.6842813598329,17.4936129607117,19.1948269022764,19.5344775212513,21.4245397435285
10.5999999999999,2.87037151194755,3.05537354716821,3.71299112458137,4.51415379449049,6.17769223180126,6.91260425952943,6.98309688566309,10.1192874175605,9.72239770223885,11.6477110662998,11.6681794223338,15.1244400154558,12.8747206353318,14.5557740803966,14.3031047724401,16.7334091701008,17.4680546497583,19.1623930187861,19.523697670233,21.4147723344904
11.1999999999998,2.75094190997768,3.00327142243396,3.71150904359412,4.54389681395348,6.13748367122315,6.89712561765555,6.94579291996396,9.97027288251914,9.68593606593816,11.5841858944286,11.6887084268014,14.9381181225383,12.8467043282667,14.5934317453683,14.3460891628574,16.782536520747,17.4425850528643,19.1300392486787,19.5130063329997,21.4050980774034
11.7999999999997,2.63159160536847,2.9512311983649,3.7100742651124,4.57371063772141,6.09733911051434,6.88169828549328,6.90863821043465,9.82131677940854,9.64944215294372,11.5273484718964,11.7093179899804,14.7518320975895,12.8187393327668,14.6311023568164,14.3890652290171,16.8316634090984,17.4172039551076,19.0977653953366,19.5024033043314,21.3955167519151
12.3999999999996,2.51232040743538,2.89925272062257,3.70868668403409,4.60359510290981,6.05725841228768,6.8663221557029,6.87163242235018,9.67241897067587,9.61391210935072,11.4743645568909,11.7300079075393,14.5655818479178,12.7908255214269,14.668785892658,14.4320329907486,16.8807898324874,17.3919111417758,19.0655712623356,19.4918883792064,21.386028137886
12.9999999999995,2.39312812567935,2.8473358350216,3.70734619535203,4.63355004678636,6.01724143927976,6.8509971210399,6.83477522130324,9.52357931890305,9.57536644431845,11.4235535694952,11.7507779753533,14.3793672809251,12.7629627669673,14.7064823308263,14.4749924678575,16.9299157882522,17.3661768005421,19.033456653444,19.4814613528016,21.3766320153893
13.5999999999995,2.27401456978681,2.79548038752973,3.70605269415401,4.66357530677095,5.97728805435086,6.83572307435494,6.79686917608915,9.37370855933428,9.54132195411234,11.3740310481001,11.7826929087432,14.1931883041074,12.7351509422333,14.7441916492697,14.5179436801255,16.9790412737365,17.3393986554875,19.001921187952,19.4711220204923,21.367328164711
14.1999999999994,2.15497954962966,2.74368622426777,3.70480607562275,4.69367072043563,5.93739812048498,6.82049990859391,6.74788382222433,9.24624022000616,9.52461614964683,11.3269647999331,11.8165702512988,14.0027147396213,12.7073899201952,14.7819138259525,14.5608866473103,17.0281662862896,17.3150443932615,18.9700498947315,19.4612500832204,21.3547625657864
14.7999999999993,2.15762617858466,2.74834302996383,3.70360623503594,4.72383612550461,5.92554084872916,6.81186201297076,6.73523238618179,9.210215490531,9.53808275591486,11.3184813098502,11.8518690012622,13.9707157584906,12.679679573949,14.8196488388545,14.6038213891458,17.0772908232667,17.3153604988197,18.9441824888294,19.4817426709387,21.3597404880569
15.3999999999992,2.15997834974698,2.75762153491663,3.70245306776623,4.75407135985431,5.91510729088958,6.80439743453481,6.7288223844649,9.18164067408808,9.54785097012217,11.3113275963463,11.8448919839497,13.9526074009342,12.6801325592638,14.8457378238239,14.6467479253419,17.1264148820284,17.3122530694574,18.9158110173859,19.5079791910354,21.3781033893129
15.9999999999991,2.15485587097508,2.77306943390733,3.73696417681837,4.69343451029518,5.90737810989795,6.79819727552725,6.717178630785,9.16585663025047,9.55759455156199,11.3062207559286,11.8318512765921,13.9329438865786,12.7086621537625,14.8112856782738,14.6484778291158,17.1118059946179,17.3105268200054,18.88878804717,19.5029856538181,21.3583442826689
16.599999999999,2.14542152564542,2.7910252934822,3.77152175021777,4.63286716622598,5.9032776960515,6.79428597423415,6.70827487223253,9.1484683243828,9.56732814525196,11.3065027996866,11.8315525394801,13.8970897324056,12.7664365083055,14.7513798088719,14.6501995665986,17.0971966237302,17.3087456834879,18.86711281749,19.4788007842903,21.3469620081308
17.1999999999989,2.13135200126357,2.79029053900742,3.80612568362187,4.57236916597978,5.90024534782112,6.79073239816963,6.70625020315143,9.11899996179494,9.57975450494448,11.2976174246717,11.8082171600648,13.8594644374337,12.8079614935706,14.6967747129872,14.6519131574284,17.082586766743,17.3111283040313,18.8482135041657,19.441604979545,21.3024857526149
17.7999999999988,2.11977386768739,2.79146121527476,3.8407758727831,4.51194034804169,5.89821360118887,6.78732615228128,6.71545411575887,9.08002040490651,9.59754385862823,11.29326667505,11.7756251221393,13.826548751925,12.8495365219836,14.6421823434552,14.6536186212197,17.0679764210395,17.3158155886955,18.8288081469108,19.4072583623955,21.261800514928
18.3999999999987,2.10827294414336,2.79269210290449,3.87547221354884,4.45158055104902,5.89624434997155,6.78397004060364,6.73309884092557,9.04233302269849,9.61824291794742,11.2883493809327,11.7371889535268,13.7972237364104,12.8911614673913,14.5876026783497,14.655315977563,17.0533655840085,17.3158361518303,18.806867377146,19.3729978094876,21.2212057990096
18.9999999999986,2.09684904198724,2.79398304924219,3.91021460186143,4.39128961379122,5.89433745814284,6.78066395684419,6.75088882652464,9.00470243067628,9.64629036738089,11.2822769636239,11.6988309053085,13.7679334827549,12.9328362037659,14.5330356957596,14.6570052460247,17.0387542530447,17.3178789006711,18.7858633808775,19.3388231179826,21.1807013870609
19.5999999999985,2.08550197276025,2.79533390178655,3.94500293375817,4.33106737520995,5.89249278980015,6.77740779480561,6.76882374164233,8.96712849290311,9.6479865261561,11.2718412874628,11.6605507756366,13.7386778993924,12.9745606052043,14.47848137379,14.6586864461476,17.0241424255481,17.3200073737382,18.7649367629089,19.30473408524,21.1402870614962
20.1999999999985,2.0742315481891,2.79674450818936,3.97983710537129,4.27091367439904,5.8907102091646,6.7742014483858,6.7869032556825,8.92961107357699,9.64536339548885,11.2520570168039,11.6223483628707,13.7094568948507,13.016334545929,14.4239396905612,14.6603595974504,17.0095300989246,17.3222213590443,18.7440873293246,19.2707305088181,21.0999626049426
