Time (s),"Primary somatosensory area, barrel field (L)","Primary somatosensory area, barrel field (R)","Primary somatosensory area, lower limb (L)","Primary somatosensory area, lower limb (R)",Supplemental somatosensory area (L),Supplemental somatosensory area (R),Olfactory areas (L),Olfactory areas (R),Hippocampal formation (L),Hippocampal formation (R),Cortical subplate (L),Cortical subplate (R),Striatum (L),Striatum (R),Pallidum (L),Pallidum (R),Thalamus (L),Thalamus (R),Hypothalamus (L),Hypothalamus (R),"Primary somatosensory area, upper limb (L)","Primary somatosensory area, upper limb (R)","Primary somatosensory area, unassigned (L)","Primary somatosensory area, unassigned (R)"
4.40015,0.493534535932425,2.05691336774068,2.23221185335607,3.41965186424179,4.85644121514664,6.01178833009565,6.84720944817747,8.14477841686403,9.37171608503533,10.3600006348458,10.9947877641512,11.8787096826926,12.7731227187147,13.5526671820166,14.7509472381168,15.3858693806299,17.2616514314471,18.1927997530651,18.95529637775,20.2027805088636,20.4040815161743,22.0824724454157,22.6601659913691,23.6952513442988
4.800175,0.180750523975727,1.41927358768207,2.22342866216491,3,4.3240548678381,5.79232263055401,7.23151597144338,8.00564396290706,9.03376348308667,10.5441189399249,10.1485908476826,11.1092670768088,12.5123697077705,13.2809747573233,15.149868777005,15.8837774857327,16.9027739660576,18.3642021757674,18.5988704503447,20.3260511591663,20.0649633592167,21.2701203095289,22.3300172334257,24.3772641461533
5.2002,0.252859327703607,1.4744865639412,2.57364136764645,3.60194770164825,4.31326556096358,6.12827498580811,7.08494370078702,7.88552430747476,9.69673424809158,10.1523828593648,11.0037327189807,11.5088389626835,12.6288951781962,13.6031124807494,14.8562305126285,15.5038925894206,16.5236066102842,18.1479839798877,18.637965281824,20.1461072663411,20.5031404179774,21.7088466214534,22.3870268363138,24.0204801060615
5.6002,0.474406154658293,2.01539232519956,2.46898325167148,3.59656758118549,4.92631303581287,6.0152415632019,7.17624993132454,7.55081065856753,9.62203872891309,9.73891364703108,10.8500089276439,11.9627280630945,12.9312924457932,13.6522335891991,15.2018057879681,16.3996919570526,17.0454174835239,18.1838765058704,18.9353448291164,20.94812137526,20.4465281034497,21.3934475919949,22.4014066412487,23.8583576252368
6.000225,0.160009508381646,1.72333079542825,2.51264362326474,3.62991476026249,4.82730951959294,6.22998183236103,6.99591306701726,8.25363725566095,9.64456235286616,10.0915189456699,11.1261913007364,12.4388809606946,12.8158233833164,13.9540314325257,15.1733176355032,16.0543712358485,17.2359514134599,17.6636875029116,18.8770700166376,19.4424077484671,20.8284040055514,21.7158372744931,23.0715012664622,23.5184174054063
6.400225,0.337969098303558,1.63156941933312,2.43789744759575,3.4184449780722,4.66976691854601,6.18469256508829,7.17855793741851,8.11350249547822,9.57289103968637,10.1581536242154,10.6510383146647,12.295657604159,12.9496600663924,13.6718013820899,14.2637692833245,16.2053667704884,17.1271953505493,18.5001056703551,18.2787073568527,20.0935679183696,20.460050415659,21.397604031751,22.6141686026618,23.7105743729554
6.80025,0.0844635032629542,1.45049090218782,2.08687202122372,3.11741389413325,4.61990476216145,5.71297478138865,7.33799741366632,7.75818762182358,9.49483369690996,9.87459200432672,10.7468669507662,11.5317709436829,12.7698999085258,13.3853621796066,14.5907622175134,16.2107351719439,16.7379021628432,17.6799121331525,18.3361508887567,19.2927558331955,20.2170888880477,21.6701496288453,22.5903351962842,24.125669583883
7.200275,0.0609712767078749,1.01602712903025,2.2498897970813,3.44339301638489,4,5.21746454512786,6.5849695067942,7.56456992313504,9.717542053511,9.2052872791888,10.2091321472614,11.4160719840603,12.6128371017199,13.288889329554,14.5212609017719,15.9831966712733,16.7486250957544,17,18.2451904523139,20.2970361153788,20.5478998782236,21.1231890519479,22.1327317874405,23.836236041521
7.600275,0.355068737937366,1.7337608860788,2.52754957235862,3.70636935266062,4.69409077628274,6.01325196382716,7.31686849823414,8.04768656051724,9.63952735121289,9.39761423434419,10.9725809783596,11.3627322099096,12.9892725015003,13.466906358305,15.1915944881429,16.1597792384227,16.8028325219552,18.4406271159898,18.5573907800007,20.4798105766181,20.7690606054882,21.4780921782514,22.9734094800158,23.9782189554813
8.0003,0.624319939935274,1.94099499070961,2.88940979143284,3.59697138668187,4.14002203640158,5.49842480090128,7.27899072562746,8.32489560032603,9.91901521216441,10.4718139699638,10.5346100424968,12.2526305161098,13.0550278395088,13.6558588714904,15.2465821379539,16.2064523328254,17.3054241838557,17.5709235171798,18.3504710486315,19.6979800812035,20.4425992142145,21.6577725703159,22.5736118107532,23.8878018195993
8.400325,0.319302134298403,1.64985599921833,2.44607052687727,3.78834666959147,4.58277417113514,5.49959520130524,7.20600516468414,8.06651292080095,9.57597327578026,9.6679638192443,10.8017047099554,12.6625125107804,13.1370771357214,13.6428314285668,14.4411257697715,15.4338396163646,16.9138232985941,18.376726935069,18.5695493228704,19.7591533706526,20.3152567870677,21.6222557836479,22.5343314121174,23.6865726674403
8.800325,0.357666403433662,2.0348295331879,2.57637636811837,3.85453738080075,4.78936290681235,6.04258361336122,7.19993581854509,7.76748941549508,9.91745798926334,10.2420211119932,11.1962760790377,12.1451971978004,13.0610588014087,13.6970582824199,15.6263684783752,15.9404051907644,17.2707060515136,19.2612740059162,18.8703550153586,20.1695737850211,20.7237269314937,22.2432933921666,22.8872238799269,24.2147511778849
9.20035,0.390553728179982,1.27792642516391,2.07878712260309,3.15105524187132,4.44195837197774,5.86408704823308,7.12614284738389,7.93204178672343,9.69410209473634,9.29624492598328,10.8417678742866,12.1436882930532,12.6543115123571,13.123957623863,15.280451672346,15.9848331762595,16.2028110433969,18.0860067684657,18,19.6252686727056,20.2444651436793,21.1662523702214,22.287814945755,23.3380368414939
9.600375,0.5025736211217,1.64540497194144,2.54198575138583,3.76948026555112,4.90955818705719,6.3346703464574,7.1385892747416,8.0353075329327,8.97393598986186,9.87388135879056,10.9941287206691,12.0845473583888,12.8543829480191,13.4865365329728,15.7710888658441,15.6941114378298,16.7021389654652,18.8925389036882,18.2235522827065,20.4576656126333,20.7563873135432,21.5154506310267,23.1321819704242,23.9729443861867
