Matrix;Primary somatosensory area, barrel field (L) slice 1;Primary somatosensory area, barrel field (R) slice 1;Primary somatosensory area, lower limb (L) slice 1;Primary somatosensory area, lower limb (R) slice 1;Supplemental somatosensory area (L) slice 1;Supplemental somatosensory area (R) slice 1;Olfactory areas (L) slice 1;Olfactory areas (R) slice 1;Hippocampal formation (L) slice 1;Hippocampal formation (R) slice 1;Cortical subplate (L) slice 1;Cortical subplate (R) slice 1;Striatum (L) slice 1;Striatum (R) slice 1;Pallidum (L) slice 1;Pallidum (R) slice 1;Thalamus (L) slice 1;Thalamus (R) slice 1;Hypothalamus (L) slice 1;Hypothalamus (R) slice 1;Primary somatosensory area, upper limb (L) slice 1;Primary somatosensory area, upper limb (R) slice 1;Primary somatosensory area, unassigned (L) slice 1;Primary somatosensory area, unassigned (R) slice 1;Primary somatosensory area, barrel field (L) slice 2;Primary somatosensory area, barrel field (R) slice 2;Primary somatosensory area, lower limb (L) slice 2;Primary somatosensory area, lower limb (R) slice 2;Supplemental somatosensory area (L) slice 2;Supplemental somatosensory area (R) slice 2;Olfactory areas (L) slice 2;Olfactory areas (R) slice 2;Hippocampal formation (L) slice 2;Hippocampal formation (R) slice 2;Cortical subplate (L) slice 2;Cortical subplate (R) slice 2;Striatum (L) slice 2;Striatum (R) slice 2;Pallidum (L) slice 2;Pallidum (R) slice 2;Thalamus (L) slice 2;Thalamus (R) slice 2;Hypothalamus (L) slice 2;Hypothalamus (R) slice 2;Primary somatosensory area, upper limb (L) slice 2;Primary somatosensory area, upper limb (R) slice 2;Primary somatosensory area, unassigned (L) slice 2;Primary somatosensory area, unassigned (R) slice 2;Primary somatosensory area, barrel field (L) slice 3;Primary somatosensory area, barrel field (R) slice 3;Primary somatosensory area, lower limb (L) slice 3;Primary somatosensory area, lower limb (R) slice 3;Supplemental somatosensory area (L) slice 3;Supplemental somatosensory area (R) slice 3;Olfactory areas (L) slice 3;Olfactory areas (R) slice 3;Hippocampal formation (L) slice 3;Hippocampal formation (R) slice 3;Cortical subplate (L) slice 3;Cortical subplate (R) slice 3;Striatum (L) slice 3;Striatum (R) slice 3;Pallidum (L) slice 3;Pallidum (R) slice 3;Thalamus (L) slice 3;Thalamus (R) slice 3;Hypothalamus (L) slice 3;Hypothalamus (R) slice 3;Primary somatosensory area, upper limb (L) slice 3;Primary somatosensory area, upper limb (R) slice 3;Primary somatosensory area, unassigned (L) slice 3;Primary somatosensory area, unassigned (R) slice 3;Primary somatosensory area, barrel field (L) slice 4;Primary somatosensory area, barrel field (R) slice 4;Primary somatosensory area, lower limb (L) slice 4;Primary somatosensory area, lower limb (R) slice 4;Supplemental somatosensory area (L) slice 4;Supplemental somatosensory area (R) slice 4;Olfactory areas (L) slice 4;Olfactory areas (R) slice 4;Hippocampal formation (L) slice 4;Hippocampal formation (R) slice 4;Cortical subplate (L) slice 4;Cortical subplate (R) slice 4;Striatum (L) slice 4;Striatum (R) slice 4;Pallidum (L) slice 4;Pallidum (R) slice 4;Thalamus (L) slice 4;Thalamus (R) slice 4;Hypothalamus (L) slice 4;Hypothalamus (R) slice 4;Primary somatosensory area, upper limb (L) slice 4;Primary somatosensory area, upper limb (R) slice 4;Primary somatosensory area, unassigned (L) slice 4;Primary somatosensory area, unassigned (R) slice 4;Primary somatosensory area, barrel field (L) slice 5;Primary somatosensory area, barrel field (R) slice 5;Primary somatosensory area, lower limb (L) slice 5;Primary somatosensory area, lower limb (R) slice 5;Supplemental somatosensory area (L) slice 5;Supplemental somatosensory area (R) slice 5;Olfactory areas (L) slice 5;Olfactory areas (R) slice 5;Hippocampal formation (L) slice 5;Hippocampal formation (R) slice 5;Cortical subplate (L) slice 5;Cortical subplate (R) slice 5;Striatum (L) slice 5;Striatum (R) slice 5;Pallidum (L) slice 5;Pallidum (R) slice 5;Thalamus (L) slice 5;Thalamus (R) slice 5;Hypothalamus (L) slice 5;Hypothalamus (R) slice 5;Primary somatosensory area, upper limb (L) slice 5;Primary somatosensory area, upper limb (R) slice 5;Primary somatosensory area, unassigned (L) slice 5;Primary somatosensory area, unassigned (R) slice 5;Primary somatosensory area, barrel field (L) slice 6;Primary somatosensory area, barrel field (R) slice 6;Primary somatosensory area, lower limb (L) slice 6;Primary somatosensory area, lower limb (R) slice 6;Supplemental somatosensory area (L) slice 6;Supplemental somatosensory area (R) slice 6;Olfactory areas (L) slice 6;Olfactory areas (R) slice 6;Hippocampal formation (L) slice 6;Hippocampal formation (R) slice 6;Cortical subplate (L) slice 6;Cortical subplate (R) slice 6;Striatum (L) slice 6;Striatum (R) slice 6;Pallidum (L) slice 6;Pallidum (R) slice 6;Thalamus (L) slice 6;Thalamus (R) slice 6;Hypothalamus (L) slice 6;Hypothalamus (R) slice 6;Primary somatosensory area, upper limb (L) slice 6;Primary somatosensory area, upper limb (R) slice 6;Primary somatosensory area, unassigned (L) slice 6;Primary somatosensory area, unassigned (R) slice 6;Primary somatosensory area, barrel field (L) slice 7;Primary somatosensory area, barrel field (R) slice 7;Primary somatosensory area, lower limb (L) slice 7;Primary somatosensory area, lower limb (R) slice 7;Supplemental somatosensory area (L) slice 7;Supplemental somatosensory area (R) slice 7;Olfactory areas (L) slice 7;Olfactory areas (R) slice 7;Hippocampal formation (L) slice 7;Hippocampal formation (R) slice 7;Cortical subplate (L) slice 7;Cortical subplate (R) slice 7;Striatum (L) slice 7;Striatum (R) slice 7;Pallidum (L) slice 7;Pallidum (R) slice 7;Thalamus (L) slice 7;Thalamus (R) slice 7;Hypothalamus (L) slice 7;Hypothalamus (R) slice 7;Primary somatosensory area, upper limb (L) slice 7;Primary somatosensory area, upper limb (R) slice 7;Primary somatosensory area, unassigned (L) slice 7;Primary somatosensory area, unassigned (R) slice 7
Primary somatosensory area, barrel field (R) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, lower limb (L) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, lower limb (R) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Supplemental somatosensory area (L) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Supplemental somatosensory area (R) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Olfactory areas (L) slice 2;;;;;;;;;-0.261095804947891;0.0180007654318662;;;;;;;;;;;;;;;;;;;;;1;0.147695948369869;0.329514588581285;0.377782867596958;-0.0902961134157884;0.0568525191246812;;;;;0.295064482835929;0.137602963504814;;;;;;;-0.00646473110410139;-0.0115907575313752;;;-0.00670040235076776;-0.0116898024595432;0.00132293471660394;0.0151104700482063;-0.00580776461140504;0.0172005381982855;-0.000571043232725608;-0.0119698742450813;-0.00749983380357358;-0.0127812280299098;;;-0.019219717699607;-0.00582184175645725;0.00610938688164039;-0.0106124362567199;;;;;-0.00423254686542436;-0.00621798787316722;-0.0275428321059116;-0.0105014451405424;0.0853929498204498;0.0327453782520779;0.00943966127457298;0.132378701292804;-0.157844775275873;-0.077428688292344;-0.0622121431125943;0.0232849383066619;-0.0240455255837723;-0.136721311067277;-0.230816305252515;-0.0818161834654217;-0.143449457961505;-0.0759460521230328;-0.0601620517521584;0.101288813435523;-0.00251610100229688;0.0456570209271711;-0.0651311488465404;0.00722492278072702;;;;;0.0288494649425008;0.133507931287913;-0.0248286065952582;-0.00449860141384864;-0.189797489128546;0.040826800121208;-0.0183835764501229;-0.00630412471285254;0.0192494123379896;0.0246484589986428;0.216996479645785;0.00658215470531889;;;0.137104240970372;-0.158318889660995;0.0609955306595721;0.0469762927571823;0.00914726930802505;-0.0779003104006429;;;;;0.164777594743439;;-0.0780411455432037;-0.102559505522047;-0.110539902493605;-0.0455490009443324;0.0674749140413654;0.059682358851274;-0.0574749936801177;-0.11803736019715;-0.0784935360142868;-0.144816994456299;;;;;;;;;;;;;;;0.0581586285488313;0.18016280863451;;;0.0650435425651123;;0.0308691682351194;0.0347777068297054;;;;;;;;;;
Olfactory areas (R) slice 2;;;;;;;;;-0.157030563958895;0.0344899148350351;;;;;;;;;;;;;;;;;;;;;0.147695948369869;1;0.259167374032083;0.410558254140862;0.0805199783446011;0.303291945407555;;;;;0.299417724066;0.149859739225395;;;;;;;0.254437956959209;0.24508622596898;;;0.248497773024427;0.232071774718239;0.243294545537159;0.280112528513835;0.256877664490314;0.234319839335127;0.247667261473707;0.276336454781209;0.237067731985818;0.274062911241679;;;0.257287494298261;0.248478972404733;0.231610852090747;0.258321219277;;;;;0.225151784969243;0.209945026475727;0.211974747611967;0.269310407106468;0.0470742162932386;0.0951016925713071;0.0779081021089633;0.126542475471094;0.202050532772371;0.0433390876122839;0.0192599340199717;0.139796395012173;0.122075138965136;0.133751432893665;-0.108940460307956;0.161901475657071;0.16120051261835;0.126206384661115;0.201389109197044;0.105425027235848;0.177317565522079;0.254213104627077;0.188768761065433;0.194089906409748;;;;;0.167929190252838;0.165126180943686;0.180967446459745;0.143616316043317;-0.0940865905910633;-0.0535757572217851;0.0240179295188542;0.162998314050769;0.119682728247701;0.156304490352101;0.199959853141989;0.119038389394042;;;0.0735012632112059;0.160822544664882;0.172426913512213;0.14448985183457;0.11448569151424;0.132273483901988;;;;;0.068789672354485;;0.00285825199750698;-0.186770333101952;0.0446879247323752;0.03455920522684;-0.0100480562807796;-0.148177075796423;-0.0867522028644027;-0.133667045956283;-0.0832784051161432;-0.0887110970615827;;;;;;;;;;;;;;;0.0340045356936711;-0.0113019402784209;;;0.0689087803097838;;-0.241388655833477;-0.122425734831374;;;;;;;;;;
Hippocampal formation (L) slice 2;;;;;;;;;-0.11707610664808;0.0131504290403921;;;;;;;;;;;;;;;;;;;;;0.329514588581285;0.259167374032083;1;0.651397601688446;0.0917780530073572;0.235919865831775;;;;;0.547542012203121;0.36778130574976;;;;;;;0.212133569486102;0.186514382077829;;;0.202136623046414;0.158245263392224;0.186654121455875;0.179077285422358;0.200321793051808;0.191135759067533;0.208097170584165;0.202937053783535;0.18890925598986;0.162560925130641;;;0.178653089031545;0.205372133250933;0.175214298217073;0.178199630698503;;;;;0.163279851499701;0.177497984422617;0.0850685404410629;0.164028870798491;0.00483664330993648;-0.0368614814511244;0.0107492947525985;0.200885545930443;0.206968353360528;-0.0542002552926757;-0.0982765200791433;0.0420495157721083;-0.0510641082219668;-0.0497112712072907;0.00643848668256537;0.0819059273229701;0.0739023210306963;0.0766792371897468;-0.0359276909097326;0.263189173138437;0.0059930582799178;0.238571659391903;0.0327829369598509;0.0906479268448571;;;;;0.218874576000549;0.179858052421868;0.148001437293992;0.147213287681988;-0.13853182120445;0.0966765077595886;0.167476976590821;0.0211165101729358;0.237256101374169;0.191782191494151;0.295409120350302;0.0997961846182776;;;0.07093664717559;0.0570759711496773;0.26369065667804;0.270587849832329;0.264006974974924;0.104619558147539;;;;;0.0510062461425695;;0.148870939821167;0.076588406447946;0.142002420421068;0.067029323275276;0.280305004983879;0.121319683715579;0.189412707935033;-0.0834540604924418;-0.0806778033851012;-0.104204729573818;;;;;;;;;;;;;;;0.293980956527765;0.0748686952378962;;;0.0305000827215298;;0.0175478378104065;0.0580663254042186;;;;;;;;;;
Hippocampal formation (R) slice 2;;;;;;;;;-0.175677089866778;0.0575755275364728;;;;;;;;;;;;;;;;;;;;;0.377782867596958;0.410558254140862;0.651397601688446;1;0.0856196447430898;0.351585616530099;;;;;0.48420641768249;0.250965621113738;;;;;;;0.18175545443668;0.172118829795283;;;0.177097916939253;0.142894460570998;0.166594778798992;0.188654261711522;0.186281278648565;0.181530625539057;0.181378945611421;0.172706318404553;0.164790788330788;0.162260630650612;;;0.158964246475836;0.177987224327531;0.168181532463503;0.163242184397289;;;;;0.188369911493807;0.241465969017435;0.149830677096969;0.227743625984007;0.0579195778234899;0.0924636218891016;-0.00254237556373255;0.196461025531515;0.246979389177764;0.031244383605621;-0.026619258162244;0.13971947300842;0.0259788667534797;-0.00022189883668404;-0.0403328988339574;-0.0686751062253675;0.111569023075897;0.0862954192399161;0.0931282754061125;0.182675695790743;0.0941637250419935;0.276436980958743;0.153644464223335;0.193845911821227;;;;;0.222154960812529;0.266945333225228;0.227166866750593;0.211833208979535;-0.0972858369706306;0.0253915841444333;0.216640211552089;0.123705519281475;0.234219465545466;0.232545779373326;0.240774341217926;0.175528611109068;;;0.0963873887537452;0.146085920833566;0.251563625803094;0.287432370831416;0.227692015081221;0.113505379077618;;;;;0.0937098061396724;;0.125039326477621;-0.0187824603809442;0.00484770391682003;0.0316485944415441;0.193139374141963;0.0416725766057449;0.0300425400604141;-0.159601284335198;-0.183693865805273;-0.160071765694934;;;;;;;;;;;;;;;0.259589389920096;0.154979993170743;;;0.0174693814446704;;0.0700791541213927;-0.00288847117573307;;;;;;;;;;
Cortical subplate (L) slice 2;;;;;;;;;0.148273893878578;-0.00628873897154472;;;;;;;;;;;;;;;;;;;;;-0.0902961134157884;0.0805199783446011;0.0917780530073572;0.0856196447430898;1;0.115212951099465;;;;;0.114049563370042;-0.0921905481756067;;;;;;;-0.126765838097806;-0.124163665173108;;;-0.135024047426882;-0.130621793582641;-0.143299847831476;-0.136514330913149;-0.11399379686253;-0.170488325532206;-0.142107379315573;-0.129900409689323;-0.129267054910744;-0.156675248904844;;;-0.116629874179439;-0.13962895303091;-0.138496353315319;-0.156519667962298;;;;;-0.0345965626249164;-0.135521341670386;0.00597313142286211;-0.00201073968635184;-0.117235443316257;-0.116677357454224;-0.140559769431778;-0.177265372253305;-0.0837845423207944;-0.0420704054114647;0.0251812206509587;-0.00396214491193092;-0.0562343412106328;0.0090988119107525;0.0376590144347947;0.00894560289862785;-0.100721749594389;-0.109324367696704;0.0407329976618922;0.01691927459959;-0.00839325185405057;-0.0310665736230135;-0.0741173167904857;-0.102399074263417;;;;;-0.181252558513564;0.0690328065741747;-0.030955735118561;0.0307789118081539;0.0316826062748859;-0.0980158467000641;-0.0626372414600039;-0.113714245147198;0.0145985236387624;-0.027726730978373;0.0250877515831436;-0.00890675793154204;;;0.11081595606443;-0.116971871560281;-0.0315173310785402;-0.0130250654636629;-0.00721034536796729;-0.0368763045849867;;;;;0.0444040464536676;;0.123374617706562;0.1539044558894;0.109250299458257;0.0892530350357304;0.171849242078202;0.124579362787571;0.103756886729699;0.0649566503315005;-0.0513491669092093;0.0866146707066261;;;;;;;;;;;;;;;0.157732668703444;0.0124830169002372;;;-0.0218205599084437;;-0.0279928444559245;0.155543699034031;;;;;;;;;;
Cortical subplate (R) slice 2;;;;;;;;;-0.0802299428527824;-0.145623987886123;;;;;;;;;;;;;;;;;;;;;0.0568525191246812;0.303291945407555;0.235919865831775;0.351585616530099;0.115212951099465;1;;;;;0.272586669629071;0.0371246231919829;;;;;;;0.126855181798464;0.130448136011956;;;0.130756433058248;0.122890761799826;0.138172332747682;0.145841218085207;0.151321918038269;0.149216546980479;0.119951165943097;0.133148510651387;0.118739095597021;0.165025381488852;;;0.126628606211064;0.130256030463789;0.139644580668109;0.115013536107191;;;;;0.273556958916504;0.301297788998425;0.285129646215374;0.300568608156998;0.118209755073232;0.241495198868772;0.0398930925171849;0.256973531819881;0.348116672770215;0.00093521831423835;-0.00473629095014025;0.184559601301457;0.248953369102606;0.202016489895869;0.0925021370369401;0.0588282495176459;0.309603675737912;0.209361957496801;0.297741681243069;0.253368022055126;0.28473114345799;0.29202434009395;0.228157602717555;0.318570135161413;;;;;0.14447879901529;0.257139471787585;0.232327209653895;0.240352466364582;0.037348360338129;-0.0495246915180256;0.14115364413151;0.236437370260709;0.272249205881301;0.28507940170821;0.0923620236605969;0.210201542191286;;;0.156435998268279;0.207153111870588;0.311553637239169;0.282238320514041;0.185076863252282;0.232821322163441;;;;;-0.00538262936138474;;0.137369643632261;-0.0530538753830152;0.0856725931266847;0.0711045024450522;0.11044801371559;-0.0879395244699049;0.0680533177894019;-0.0241578937515387;0.0110634538116255;0.0595336899273726;;;;;;;;;;;;;;;-0.0169800822200876;-0.0513479979983126;;;-0.00245659454269912;;0.0607360171024821;-0.135261541386983;;;;;;;;;;
Striatum (L) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Striatum (R) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pallidum (L) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pallidum (R) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Thalamus (L) slice 2;;;;;;;;;-0.0424596737226973;0.00145599287409985;;;;;;;;;;;;;;;;;;;;;0.295064482835929;0.299417724066;0.547542012203121;0.48420641768249;0.114049563370042;0.272586669629071;;;;;1;0.215538962502689;;;;;;;0.212233199942047;0.19735514603626;;;0.203222153663385;0.181805712362383;0.198000515810849;0.20362749798737;0.231503988209893;0.217738843589227;0.20176524170452;0.204026375497466;0.203876687190336;0.216104059760604;;;0.198828749124866;0.204404030059282;0.199943437424349;0.18071573591827;;;;;0.219881821164576;0.247503274864648;0.229698809111957;0.237656935574129;0.124757769877868;0.0966486292797408;0.0106500543632584;0.188665559591556;0.200002258397665;0.127750919860965;-0.0987188432955113;0.141031511229662;0.111983647222804;0.0601380262885146;0.0453472747364631;-0.0405481132735105;0.175649198331032;0.108379016753012;0.17957186865108;0.23645812960091;0.152338287527404;0.277557937082496;0.174548199869199;0.244260914150783;;;;;0.178198758840069;0.160973758462964;0.14291179043616;0.183334540703439;-0.113239437891293;-0.0294966021630072;0.145653909437716;0.0193887543867761;0.213783660522506;0.177036870019246;0.332611984019972;0.0829743651175346;;;0.221152052942526;0.0738721928099167;0.282754228618186;0.246646359130258;0.217893836293324;0.100965427738122;;;;;0.133183874973924;;0.136442789421616;-0.0793649867547273;0.0448215462211265;0.00419237441323391;0.0909252300797995;0.165672297453399;0.0907237536726607;-0.167066170583074;-0.0244257529574599;-0.0993094188181116;;;;;;;;;;;;;;;0.217505726946076;0.0918361989352923;;;0.0411678962429985;;0.0220400807881708;0.0313610481825284;;;;;;;;;;
Thalamus (R) slice 2;;;;;;;;;-0.1861191824467;-0.0919360422477637;;;;;;;;;;;;;;;;;;;;;0.137602963504814;0.149859739225395;0.36778130574976;0.250965621113738;-0.0921905481756067;0.0371246231919829;;;;;0.215538962502689;1;;;;;;;0.0521056109173755;0.0463948767190084;;;0.049537615039922;0.0418033708234857;0.0311688410871512;0.0585272183772097;0.0795845758229385;0.0570022722290747;0.0397619995559816;0.0434250924626675;0.0364487219626093;0.0695589520976748;;;0.0468110744543398;0.0476482240514472;0.0386797763770205;0.0142692681512074;;;;;0.139066140512176;0.133864677418222;0.137326012791087;0.0984575254825098;0.0993665186052163;-0.0243346110042598;-0.0535919738737878;0.0963984578523503;0.0632080242194311;0.104678417822181;0.0626115789998491;0.140654849205981;0.0730285700880992;0.0318217086880895;0.0880411120271622;-0.154900859889021;0.120348396711026;-0.0217218421163047;0.0112033377433561;0.134041274606791;0.037939709023587;0.18613115786281;0.0350517684639022;0.131428664783063;;;;;0.182951293513675;0.038547155052329;0.0503824990498698;0.0563797643733152;0.0667852370734784;-0.0115111305876674;0.101199592892752;0.0260242341961353;0.0863354866231861;0.0265509969584986;0.224604835217307;-0.000102029964822562;;;0.0505497958813751;0.0348076322671552;0.157092549074292;0.088901339544128;0.243238332477525;0.0906623733948666;;;;;-0.0895869190930164;;0.00198911041354278;0.00695551652662347;0.00129060444962069;0.00999949876297808;-0.00737155766156238;0.0265167804763519;0.0440645335383825;-0.0203654565936505;0.0256560367582578;-0.159863125144555;;;;;;;;;;;;;;;0.071741758079235;0.0177068863858452;;;-0.176153756785316;;0.0260651623766092;-0.0910681392491116;;;;;;;;;;
Hypothalamus (L) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Hypothalamus (R) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, upper limb (L) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, upper limb (R) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, unassigned (L) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, unassigned (R) slice 2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, barrel field (L) slice 3;;;;;;;;;-0.0728115084791548;0.0133233071393146;;;;;;;;;;;;;;;;;;;;;-0.00646473110410139;0.254437956959209;0.212133569486102;0.18175545443668;-0.126765838097806;0.126855181798464;;;;;0.212233199942047;0.0521056109173755;;;;;;;1;0.996089420259366;;;0.998893829472512;0.98679324780926;0.992575362504335;0.976194688095865;0.979840540431949;0.988232255659644;0.998284869774492;0.991976793256843;0.994724512402895;0.971252037679112;;;0.988799426537228;0.996381241662767;0.987449200764356;0.985766460383209;;;;;0.480222790408849;0.511794818894539;0.50217685482378;0.537819525540901;0.192700093270649;0.302858057636989;0.174707143210346;0.356503695740215;0.398215544700779;0.145660584109658;0.103216890277847;0.306954998126778;0.356034413240152;0.398803860673815;0.162443642272977;0.123780413844349;0.432616618742341;0.353695243787874;0.303762138250133;0.221332679883513;0.403624457216584;0.484038380112186;0.494624004408535;0.462344052911682;;;;;0.221691451821996;0.0652912350981852;0.141803337594488;0.114980732343268;-0.246063856123821;-0.037583726773371;0.137570086859164;0.0341020946203537;0.147541493213574;0.154908658573085;0.108537798034339;0.186529554251319;;;0.041434651366862;0.244783187436674;0.158123859540804;0.149202078324686;0.0614387562446286;0.106918628251572;;;;;0.139328323273029;;0.0652924997844219;-0.0116181144485429;0.13770946786951;0.0491083877910366;0.153347220804742;-0.112674550233005;-0.00879850100563398;-0.0112232382506905;-0.0206966251285868;-0.0373224947899052;;;;;;;;;;;;;;;-0.171200837739309;-0.136761073467158;;;-0.031281216319236;;-0.123190258921354;-0.134665438422729;;;;;;;;;;
Primary somatosensory area, barrel field (R) slice 3;;;;;;;;;-0.079148215022059;6.62840609049285e-05;;;;;;;;;;;;;;;;;;;;;-0.0115907575313752;0.24508622596898;0.186514382077829;0.172118829795283;-0.124163665173108;0.130448136011956;;;;;0.19735514603626;0.0463948767190084;;;;;;;0.996089420259366;1;;;0.9962784418562;0.991286624218727;0.992260706421571;0.979200419453567;0.982758010627891;0.990019195665866;0.994092754151391;0.990029502391973;0.990174013281187;0.974669564639587;;;0.991943005439151;0.994886017697432;0.98838761742101;0.984113363379517;;;;;0.49720523663755;0.531038626459657;0.525577007912452;0.559190458437294;0.21001624997041;0.31937797036454;0.170254372071218;0.36801352707778;0.409852866282915;0.152131116197071;0.116292965436604;0.317684333317459;0.376301235118696;0.42591217626066;0.178022891233782;0.106655903322201;0.454241973895717;0.359775672605789;0.331151938522168;0.219566182538413;0.43042272392889;0.503435108835755;0.522441749783234;0.486321432375488;;;;;0.239121178407695;0.0762900027840334;0.15989523064152;0.129348711166275;-0.229330640468237;-0.0322008488992143;0.146631309538938;0.0561002467601425;0.164850006291367;0.175110320370088;0.0973138647675194;0.204026265192702;;;0.0494094105811987;0.26866255753337;0.176380783675931;0.168840407998141;0.0685808145980885;0.129369627507269;;;;;0.138147342365204;;0.0750107111790663;-0.0147286163296163;0.145311287974015;0.0552294610461395;0.152359431945732;-0.103387260695879;0.00368413870848881;0.00559266661865415;-0.0119851303886848;-0.0358532299739846;;;;;;;;;;;;;;;-0.199280537918442;-0.14354684478219;;;-0.0368936835421174;;-0.10691164461153;-0.135292268628528;;;;;;;;;;
