CBV SIGNALS IN TIME

Time	Primary somatosensory area, barrel field (L)	Primary somatosensory area, barrel field (R)	Supplemental somatosensory area (L)	Supplemental somatosensory area (R)	Olfactory areas (L)	Olfactory areas (R)	Hippocampal formation (L)	Hippocampal formation (R)	Cortical subplate (L)	Cortical subplate (R)	Striatum (R)	Thalamus (L)	Thalamus (R)	Hypothalamus (L)	Hypothalamus (R)	
8.79999999999909	1.15156988537948	2.77621734752227	nan	nan	3.14345551225795	4.2366736115599	4.4352855434917	5.26735408805948	7.18540730893948	8.14046263540707	9.83874936186831	9.53904546267474	nan	10.8359411681669	nan	
9.399999999999	1.2420998278448	2.77452863460452	nan	nan	3.2117228987276	4.25849547296449	4.41879643097316	5.34001209066333	7.24212947724731	8.2197538455821	9.87518156580705	9.59485486421565	nan	10.8921430520172	nan	
9.99999999999891	1.33262977031011	2.77283992168677	nan	nan	3.27999028519726	4.28031733436908	4.40230731845461	5.41267009326719	7.30444340561955	8.29153533567292	9.91161376974579	9.65066426575657	nan	10.9483449358675	nan	
10.5999999999988	1.42315971277543	2.77115120876902	nan	nan	3.34825767166692	4.30213919577367	4.39224173013361	5.60195729402326	7.32526316318259	8.26402357291529	9.93442125538289	9.64112187826179	nan	11.0045468197178	nan	
11.1999999999987	1.31573544081717	2.67647296797796	nan	nan	3.33650762162131	4.30135837082078	4.4324094907153	5.87350971835877	7.29671764925083	8.27036106481409	9.94197440439648	9.80925358294133	nan	10.9957509087224	nan	
11.7999999999986	1.20831116885852	2.58762936156956	nan	nan	3.32475757157554	4.39056613521534	4.42666699788424	6.01699551650264	7.29719284136386	8.22648641864828	9.93106886869122	9.86900517594287	nan	10.9869549977268	nan	
12.3999999999985	1.10088689689987	2.49878575516118	nan	nan	3.31300752152978	4.47977389961009	4.4209245050531	6.0955800350696	7.28434379190557	8.11637031248486	9.92016333298593	9.92875676894418	nan	10.9781590867313	nan	
12.9999999999985	0.993462624941215	2.40994214875279	nan	nan	3.30125747148401	4.56898166400484	4.41518201222195	6.17416455363639	7.26750004192829	8.01377416871525	9.90925779728064	9.98850836194549	nan	10.9693631757357	nan	
13.5999999999984	0.886038352982563	2.3210985423444	nan	nan	3.28950742143824	4.65818942839959	4.41732837534809	6.12262362327463	7.23190501813483	7.97164004314881	9.93160553900332	10.1968386757057	nan	10.9605672647402	nan	
14.1999999999983	0.907137534560344	2.3458608881236	nan	nan	3.20068442270689	4.60591826296095	4.35516558359077	5.91400482371057	7.18119479143708	7.92001081429899	9.87780188777663	10.3107472110527	nan	11.0950488195165	nan	
14.7999999999982	0.928236716138478	2.36837335985751	nan	nan	3.11186142397532	4.49924192602925	4.41056608319418	5.79906665656952	7.10462105041969	7.95539114825832	9.86280286049216	10.5156508895907	nan	11.2295303742932	nan	
15.3999999999981	0.94933589771661	2.39088583159142	nan	nan	3.02303842524376	4.39256558909739	4.46596658279793	5.74287725280638	7.04665731163448	8.01890985262194	9.8478038332078	10.7205545681289	nan	11.3640119290699	nan	
15.999999999998	0.970435079294742	2.41339830332532	nan	nan	2.93421542651219	4.28588925216553	4.52136708240168	5.68668784904341	6.97612846483614	8.0681906419506	9.83280480592345	10.9254582466671	nan	11.4984934838466	nan	
16.5999999999979	0.991534260872874	2.43591077505922	nan	nan	2.84539242778063	4.17921291523367	4.54429368746484	5.71034773810044	6.90179960820116	8.10310542134309	9.78171943362177	10.9588086018665	nan	11.6329750386233	nan	
17.1999999999978	1.11803128471714	2.51157945812761	nan	nan	2.91174954239988	4.25414676010743	4.62438972952465	5.79030465414164	6.89118147116619	8.15996512451598	9.80904002699234	10.9781950647952	nan	11.614275792154	nan	
17.7999999999977	1.24452830856178	2.59329737119345	nan	nan	2.97810665701968	4.37091104537049	4.60595452523586	5.86869365657468	6.98823886954749	8.14806683649971	9.8310827264648	10.8725480174109	nan	11.5955765456842	nan	
18.3999999999976	1.37102533240641	2.67501528425931	nan	nan	3.04446377163947	4.4876753306337	4.58751932094671	5.934317123281	7.07614546820408	8.11055045681714	9.85312542593725	10.7669009700262	nan	11.5768772992144	nan	
18.9999999999975	1.49752235625104	2.75673319732517	nan	nan	3.11082088625927	4.60443961589691	4.56908411665756	5.99994058998724	7.18438489071661	8.08007698954824	9.8751681254097	10.6612539226414	nan	11.5581780527446	nan	
19.5999999999975	1.62401938009568	2.83845111039103	nan	nan	3.17717800087906	4.72120390116013	4.56655772296229	5.99842995783212	7.33807094913559	8.03565050088148	9.92675037504187	10.5599817761582	nan	11.5394788062748	nan	
20.1999999999974	1.44014064647835	2.65923197010974	nan	nan	3.13609692515746	4.58399814657983	4.50672311021449	6.00298736382233	7.40581632653905	7.94776411546275	9.90277140056528	10.4880061435061	nan	11.5414730895362	nan	
20.7999999999973	1.25626191285971	2.46934414065716	nan	nan	3.0950158494354	4.42111945522957	4.46567549617906	5.93797902053013	7.42569360911169	7.90812821531764	9.84893130651662	10.4610030561413	nan	11.5434673727976	nan	
21.3999999999972	1.07238317924107	2.27945631120453	nan	nan	3.05393477371334	4.25824076387921	4.4246278821437	5.84115300865262	7.46113626001181	7.87969586899827	9.79509121246782	10.4339999687767	nan	11.5454616560591	nan	
21.9999999999971	0.888504445622428	2.08956848175191	nan	nan	3.01285369799127	4.09536207252884	4.38358026810835	5.74432699677498	7.48395308666279	7.85455171976911	9.74125111841901	10.4069968814121	nan	11.5474559393205	nan	
22.599999999997	0.704625712003786	1.89968065229928	nan	nan	2.97177262226921	3.93248338117847	4.33612540552127	5.63481993554192	7.44768911045762	7.86630234923293	9.68293573315542	10.4428022826897	nan	11.549450222582	nan	
23.1999999999969	0.703369126828359	1.87664174271595	nan	nan	3.01089002429705	3.91264581946978	4.3315984184684	5.50255006672828	7.38841759617833	7.89155967847827	9.71083435459251	10.3916830720834	nan	11.3686225315522	nan	
23.7999999999968	0.702112541653842	1.85871359210153	nan	nan	3.05000742632528	3.8432150808593	4.30321322815354	5.43995675715265	7.21635259031804	7.87499420948991	9.71133548097923	10.2488615942954	nan	11.1877948405214	nan	
24.3999999999967	0.700855956479329	1.84078544148714	nan	nan	3.08912482835352	3.77378434224857	4.27482803783856	5.43519487298779	7.01721534148296	7.88922245491169	9.71183660736582	10.1060401165068	nan	11.0069671494907	nan	
24.9999999999966	0.699599371304815	1.82285729087276	nan	nan	3.12824223038175	3.70435360363784	4.24644284752357	5.43043298882323	6.81764948920066	7.90509883586268	9.71233773375241	9.9632186387183	nan	10.82613945846	nan	
25.5999999999965	0.698342786130298	1.80492914025837	nan	nan	3.16735963240998	3.6349228650271	4.23253150449032	5.49440104368111	6.67217506458553	7.86724781244803	9.70251775048903	9.8140765403775	nan	10.6453117674293	nan	
26.1999999999965	0.74334586311511	1.87746914806864	nan	nan	3.15361001862186	3.64788147041771	4.24396306951385	5.59463159087085	6.66105183356835	7.84873451564298	9.7648137281852	9.79376708471917	nan	10.8940004644491	nan	
26.7999999999964	0.788348940100186	1.95382753347619	nan	nan	3.13986040483343	3.76360166014017	4.35840365295449	5.66864265240299	6.76078168365839	7.82455793940357	9.91054566776575	9.95397916580308	nan	11.1426891614714	nan	
27.3999999999963	0.833352017085263	2.03018591888376	nan	nan	3.126110791045	3.87932184986324	4.47284423639573	5.71081293839793	6.88751629973285	7.81721168360515	10.0562776073468	10.114191246888	nan	11.3913778584938	nan	
27.9999999999962	0.87835509407034	2.10654430429132	nan	nan	3.11236117725658	3.99504203958631	4.58728481983696	5.75298322439267	7.0212603530269	7.80951505897987	10.2020095469279	10.274403327973	nan	11.6400665555161	nan	
28.5999999999961	0.923358171055416	2.18290268969889	nan	nan	3.09861156346815	4.11076222930938	4.67348876813572	5.78719900515864	7.17356607500219	7.86464306462278	10.3660193812603	10.4556320045985	nan	11.8887552525384	nan	
29.199999999996	1.02260123269847	2.2481517583257	nan	nan	3.09529110164752	4.26120221959136	4.7107972508675	5.86057675572914	7.29525624339482	7.97558210193051	10.2939180520562	10.6583694628456	nan	11.9205764089333	nan	
29.7999999999959	1.12184429434187	2.308116904762	nan	nan	3.09197063982697	4.3661935880299	4.60141692867632	5.92426292320852	7.4346692890714	8.12121555243745	10.1426438496605	10.6739518456227	nan	11.9523975653269	nan	
30.3999999999958	1.22108735598527	2.36808205119826	nan	nan	3.08865017800641	4.47118495646814	4.49203660648417	6.02583183519285	7.5610699953763	8.24453040915311	9.99136964726423	10.6895342283987	nan	11.9842187217204	nan	
30.9999999999957	1.32033041762868	2.42804719763453	nan	nan	3.08532971618585	4.57617632490637	4.38265628429201	6.12740074717744	7.68870024829648	8.35963515919658	9.84009544486797	10.7051166111746	nan	12.016039878114	nan	
31.5999999999956	1.41957347927208	2.4880123440708	nan	nan	3.08200925436529	4.68116769334461	4.3095033516434	6.20777763499891	7.74091582342964	8.42738817266734	9.69498685687137	10.6833185716873	nan	12.0478610345075	nan	
32.1999999999955	1.45671398625752	2.52511556174893	nan	nan	3.20979216241275	4.65103163279073	4.27826599752164	6.24951632012321	7.81563330400057	8.4521974999162	9.73217798824166	10.3788907288356	nan	12.0538404354042	nan	
32.7999999999954	1.49385449324251	2.5631260300624	nan	nan	3.33757507046115	4.60418906269097	4.3440486840916	6.25526391375338	7.92193913621502	8.4550261078055	9.81468006087611	10.2832496149099	nan	12.0598198363006	nan	
33.3999999999954	1.53099500022749	2.60113649837588	nan	nan	3.46535797850956	4.55734649259107	4.40983137066228	6.14662669643509	8.02711139160895	8.43035016338918	9.89718213351092	10.1876085009858	nan	12.065799237197	nan	
33.9999999999953	1.56813550721248	2.63914696668935	nan	nan	3.59314088655796	4.51050392249119	4.47561405723296	6.03798947911595	8.12109733388058	8.40464252648314	9.97968420614571	10.0919673870616	nan	12.0717786380934	nan	
34.5999999999952	1.60527601419747	2.67715743500283	nan	nan	3.72092379460637	4.4636613523913	4.52202562311524	5.85245696178898	8.25144947377289	8.39239678100786	10.0386769001492	9.99744705023285	nan	12.0777580389899	nan	
35.1999999999951	1.5607654492204	2.58256671963142	nan	nan	3.63541673100293	4.36093341498956	4.52300956029542	5.68446119140881	8.25744330756951	8.31451640774874	9.93798135877862	10.3025031975117	nan	12.0447585187984	nan	
35.799999999995	1.51625488424267	2.49202197595796	nan	nan	3.54990966739778	4.21889846516647	4.46834970247562	5.57542439372486	7.94769676029956	8.20279414519121	9.789570294889	10.457177622421	nan	12.0117589986065	nan	
36.3999999999949	1.47174431926494	2.40147723228453	nan	nan	3.46440260379264	4.07686351534307	4.41368984465536	5.56576335080741	7.64613183485785	8.08124011717799	9.64115923099899	10.611852047329	nan	11.9787594784147	nan	
36.9999999999948	1.42723375428721	2.3109324886111	nan	nan	3.37889554018748	3.93482856551966	4.35902998683511	5.55610230789077	7.35302704643339	7.97156399269603	9.49274816710898	10.7665264722371	nan	11.9457599582229	nan	
37.5999999999947	1.38272318930948	2.22038774493767	nan	nan	3.29338847658234	3.79279361569626	4.30156303391377	5.65063555469077	7.04744259359536	7.82945979269063	9.33927605550764	10.9609131918727	nan	11.912760438031	nan	
38.1999999999946	1.33004148799966	2.36215081216912	nan	nan	3.4675543614877	3.75789134156191	4.27769884729752	5.74619846046111	6.76645869288741	7.72294659491925	9.460205239052	10.8537679220085	nan	11.8225723950281	nan	
38.7999999999945	1.27735978668977	2.49530447083535	nan	nan	3.64172024639534	3.7600939225956	4.30604708071062	5.82603876624675	6.69372405463864	7.67964964095295	9.62460805372214	10.6531029792725	nan	11.7323843520247	nan	
39.3999999999944	1.22467808537987	2.62845812950149	nan	nan	3.81588613130298	3.76229650362963	4.3343953141242	5.92262686147533	6.60659192796884	7.68973043444433	9.78901086839267	10.4524380365357	nan	11.6421963090213	nan	
39.9999999999944	1.17199638406998	2.76161178816764	nan	nan	3.99005201621062	3.76449908466365	4.36274354753777	6.01921495670408	6.52019962668558	7.68719445786581	9.9534136830632	10.2517730937989	nan	11.5520082660178	nan	
40.5999999999943	1.11931468276008	2.89476544683379	nan	nan	4.16421790111827	3.76670166569768	4.42471784469254	6.03707011377955	6.44775779086665	7.74487398625724	10.1370160103885	9.9851480680725	nan	11.4618202230144	nan	
41.1999999999942	1.0530893077693	2.91116502998085	nan	nan	4.04359037282877	3.77884627296013	4.44261788330726	5.94387706848782	6.52250615284028	7.91388008675036	9.96694105096013	9.73779751855685	nan	11.5963625607042	nan	
41.7999999999941	0.986863932778388	2.93928619776495	nan	nan	3.92296284453645	3.81613279085149	4.45342604090454	5.80582443468362	6.62142443564313	8.0368436812332	9.81631768837807	9.73043668272224	nan	11.7309048983961	nan	
42.399999999994	0.920638557787478	2.96740736554916	nan	nan	3.80233531624413	3.8534193087431	4.46423419850174	5.6083067738964	6.72307170380199	8.11105876384602	9.6656943257962	9.72307584688998	nan	11.865447236088	nan	
42.9999999999939	0.854413182796565	2.99552853333337	nan	nan	3.68170778795181	3.89070582663471	4.47504235609894	5.41078911310857	6.82384831839286	8.19614247104132	9.51507096321433	9.71571501105771	nan	11.9999895737799	nan	
43.5999999999938	0.788187807805655	3.02364970111759	nan	nan	3.56108025965949	3.92799234452632	4.45826075177538	5.30537053918029	6.88980886108527	8.24999380419119	9.36393954948939	9.79619693492296	nan	12.1345319114718	nan	
44.1999999999937	0.710194849933472	2.9034291935912	nan	nan	3.49028074457939	4.02464820217616	4.52077490394444	5.30268494870316	6.89130939285844	8.1717425510864	9.38366142514526	10.0780502367784	nan	12.0986151000345	nan	
44.7999999999936	0.632201892061168	2.77239838239128	nan	nan	3.4194812294998	4.10702064811478	4.58559943454611	5.46627809448012	6.98518914672528	8.10727233103258	9.3539450719588	10.2470376775592	nan	12.0626982885953	nan	
45.3999999999935	0.554208934188865	2.64136757119124	nan	nan	3.34868171442021	4.18939309405324	4.65042396514779	5.6581494842953	7.0970355823052	8.06653945837151	9.32422871877182	10.4160251183389	nan	12.0267814771562	nan	
45.9999999999934	0.47621597631656	2.5103367599912	nan	nan	3.27788219934062	4.27176553999171	4.71524849574948	5.85002087411079	7.20476107190102	8.01975960458618	9.29451236558484	10.5850125591186	nan	11.9908646657171	nan	
46.5999999999934	0.398223018444256	2.37930594879116	nan	nan	3.20708268426104	4.35413798593017	4.79333637618903	5.99052868583279	7.4167075007548	7.99937679023619	9.24763845734699	10.7532360582028	nan	11.954947854278	nan	
47.1999999999933	0.444353634254417	2.35745183608304	nan	nan	3.23294273916954	4.28519378677906	4.82926558734222	6.15150022473915	7.60349001236283	8.01726151822603	9.30796537426873	10.665882682713	nan	11.8299090186306	nan	
47.7999999999932	0.490484250065957	2.34525872520257	nan	nan	3.25880279407911	4.22635951321501	4.87051692965433	6.11053122110856	7.72702147866575	8.0673252396089	9.39087920075732	10.6136990487441	nan	11.7048701829823	nan	
48.3999999999931	0.536614865877497	2.3330656143222	nan	nan	3.28466284898869	4.16752523965108	4.9117682719665	6.03233391042106	7.84357555856726	8.14411606630538	9.47379302724617	10.5615154147756	nan	11.5798313473339	nan	
48.999999999993	0.582745481689034	2.32087250344183	nan	nan	3.31052290389826	4.10869096608714	4.95301961427866	5.95413659973313	7.96166045902203	8.22209271956821	9.556706853735	10.5093317808072	nan	11.4547925116856	nan	
49.5999999999929	0.628876097500574	2.30867939256146	nan	nan	3.33638295880784	4.04985669252321	5.00002467683746	5.96637816822985	8.00633158287284	8.26762553450668	9.67133845374723	10.3636870608078	nan	11.3297536760372	nan	
50.1999999999928	0.652441568648747	2.27710772705037	nan	nan	3.50675696449047	4.11651934368081	5.01784439655865	5.959837807741	8.0640377642831	8.38122702136567	9.69107290896183	10.2744689931182	nan	11.3961480171387	nan	
50.7999999999927	0.676007039796653	2.23804613191032	nan	nan	3.6771309701748	4.17003196290324	4.98034473569152	6.02955354034007	7.90005396792887	8.44065515167079	9.72920411231916	10.0833881174333	nan	11.4625423582424	nan	
51.3999999999926	0.699572510944556	2.19898453677019	nan	nan	3.84750497585914	4.22354458212551	4.94284507482373	6.17701177893852	7.7185546695266	8.41584691368177	9.76733531567671	9.89230724174721	nan	11.5289366993462	nan	
51.9999999999925	0.723137982092462	2.15992294163006	nan	nan	4.01787898154348	4.27705720134778	4.90534541395594	6.32447001753791	7.53161888420992	8.39285469342573	9.80546651903425	9.70122636606111	nan	11.59533104045	nan	
52.5999999999924	0.746703453240368	2.12086134648992	nan	nan	4.18825298722782	4.33056982057005	4.81092576620423	6.23763777276172	7.28023692675533	8.34011172733464	9.81508808435511	9.48253230014374	nan	11.6617253815537	nan	
53.1999999999924	0.748082681904315	2.13202763843601	nan	nan	4.06163468624539	4.39259862101907	4.71501880670728	6.20134328817068	6.95320069544276	8.2026814012733	9.81625855898134	9.47512698503272	nan	11.6701262827082	nan	
53.7999999999923	0.749461910567978	2.14413788073223	nan	nan	3.93501638525922	4.43897414159985	4.67698106832139	6.17599578043023	6.88681542137401	8.12677106845821	9.76661595971489	9.604633815325	nan	11.678527183862	nan	
54.3999999999922	0.750841139231645	2.15624812302846	nan	nan	3.80839808427304	4.48534966218042	4.63894332993624	6.13834415875594	6.83477503061129	8.09847650349074	9.71697336044779	9.73414064561902	nan	11.6869280850158	nan	
54.9999999999921	0.752220367895308	2.1683583653247	nan	nan	3.68177978328687	4.531725182761	4.60090559155109	6.10069253708149	6.79049223885718	8.06646487818532	9.66733076118068	9.86364747591304	nan	11.6953289861696	nan	
55.599999999992	0.753599596558976	2.18046860762093	nan	nan	3.5551614823007	4.57810070334158	4.59580137249767	6.21051506758961	6.86336702681941	8.07248411817573	9.58545173429727	10.1334648121203	nan	11.7037298873234	nan	
56.1999999999919	0.76572412224072	2.22715117573095	nan	nan	3.52022575147389	4.62155699129191	4.58194455079322	6.17328882329809	7.04500943446042	8.13380531097971	9.48241489712651	10.2249674474879	nan	11.6998990943276	nan	
56.7999999999918	0.777848647922612	2.28245552354366	nan	nan	3.48529002064831	4.71275819724378	4.54932449314631	6.08922920161722	7.22220132156402	8.17585588037952	9.39626345467431	10.1768716112733	nan	11.6960683013318	nan	
57.3999999999917	0.789973173604499	2.33775987135649	nan	nan	3.45035428982273	4.80395940319629	4.51670443549915	5.99964236013161	7.39210380315139	8.25345247615729	9.31011201222235	10.1287757750568	nan	11.6922375083359	nan	
57.9999999999916	0.802097699286391	2.39306421916932	nan	nan	3.41541855899715	4.89516060914881	4.48408437785198	5.91005551864592	7.56669096454534	8.32900016415821	9.22396056977038	10.0806799388404	nan	11.68840671534	nan	
58.5999999999915	0.814222224968278	2.44836856698214	nan	nan	3.38048282817157	4.98636181510133	4.45672390266027	5.79997646993698	7.6415920615074	8.39930083636282	9.18420381775823	9.96389562266031	nan	11.6845759223442	nan	
59.1999999999914	0.755770799657713	2.57256149710179	nan	nan	3.36736365297171	4.92821911005158	4.45605386503318	5.71586248984737	7.64468993661104	8.39517630195334	9.13235550824204	9.80448046127714	nan	11.5640036700122	nan	
59.7999999999914	0.697319374346152	2.68779022330142	nan	nan	3.35424447777217	4.81588206730282	4.46596446556634	5.63297489690629	7.52942337583889	8.35694826070057	9.1177424606072	9.74912092115685	nan	11.4434314176786	nan	
60.3999999999913	0.63886794903459	2.80301894950093	nan	nan	3.34112530257262	4.7035450245533	4.47587506609965	5.40088137842379	7.42359370168664	8.30400038643156	9.10312941297289	9.69376138103805	nan	11.322859165345	nan	
60.9999999999912	0.580416523723032	2.91824767570044	nan	nan	3.32800612737308	4.59120798180377	4.48578566663297	5.16878785993915	7.31688780131932	8.2586185627802	9.08851636533857	9.63840184091927	nan	11.2022869130113	nan	
61.5999999999911	0.521965098411469	3.03347640189994	nan	nan	3.31488695217353	4.47887093905425	4.5229546954025	5.0	7.28879903148656	8.2549722384565	9.09587423252683	9.6289724945164	nan	11.0817146606777	nan	
62.199999999991	0.618778870273698	2.99930387111101	nan	nan	3.4109933079949	4.42229464125217	4.60741697553282	5.03341351188151	7.25529163812942	8.27553874888866	9.20604377892754	9.80532323089304	nan	11.1661861852314	nan	
62.7999999999909	0.715592642138239	2.96374352110134	nan	nan	3.5070996638179	4.39300273872886	4.67641442518599	5.12225040493216	7.22571255415711	8.31910265509156	9.33095231563397	9.95936168662148	nan	11.2506577097881	nan	
63.3999999999908	0.812406414002778	2.92818317109165	nan	nan	3.60320601964089	4.36371083620597	4.74541187483893	5.27588420417461	7.18733231095789	8.3399376441494	9.45586085234062	10.1134001423496	nan	11.3351292343448	nan	
63.9999999999907	0.909220185867318	2.89262282108197	nan	nan	3.69931237546388	4.33441893368308	4.81440932449186	5.42951800341803	7.13729293526908	8.35492159395586	9.58076938904727	10.2674385980777	nan	11.4196007589015	nan	
64.5999999999906	1.00603395773186	2.85706247107228	nan	nan	3.79541873128688	4.30512703116019	4.83674334955214	5.60210842351899	7.02546740190152	8.29411351386045	9.66890819723104	10.3942791948487	nan	11.5040722834582	nan	
65.1999999999905	0.966862128584507	2.96104029369152	nan	nan	3.71357930325126	4.19009990999453	4.80848082632934	5.57816532178159	6.89000035355417	8.23940689301575	9.69444826784346	10.4347591125413	nan	11.7127809722953	nan	
65.7999999999904	0.927690299435032	3.06743591797078	nan	nan	3.63173987521286	4.04941616961607	4.76534357164942	5.5252538738011	6.86815445134989	8.18908418957459	9.64021017178515	10.5385489036632	nan	11.9214896611344	nan	
66.3999999999904	0.888518470285559	3.17383154225009	nan	nan	3.54990044717446	3.9087324292372	4.72220631696927	5.60621184012085	6.8498905239498	8.16630608695244	9.58597207572557	10.642338694786	nan	12.1301983499735	nan	
66.9999999999903	0.849346641136081	3.28022716652938	nan	nan	3.46806101913606	3.76804868885834	4.67906906228912	5.68716980644272	6.83536372927457	8.15048102420051	9.531733979666	10.7461284859089	nan	12.3389070388127	nan	
67.5999999999902	0.810174811986608	3.38662279080868	nan	nan	3.38622159109766	3.62736494847947	4.67127710267575	5.65110903052177	6.88751698732183	8.20347977623626	9.48196874372601	10.8080450494696	nan	12.5476157276518	nan	
68.1999999999901	0.878622994540953	3.25457517856259	nan	nan	3.45502956552097	3.7479128010172	4.65056432053803	5.61358181645594	7.12972002236305	8.2987144477187	9.46296867676274	10.9195581615548	nan	12.3107654235916	nan	
68.79999999999	0.947071177097065	3.1243144663123	nan	nan	3.52383753994675	3.89807377662203	4.60056643359898	5.59363371083877	7.32348904888763	8.38942316038956	9.46626236117167	10.8738594378663	nan	12.0739151195241	nan	
69.3999999999899	1.01551935965318	2.99405375406205	nan	nan	3.59264551437254	4.04823475222735	4.55056854665944	5.56623449720555	7.5203292673835	8.43924426275794	9.46955604558095	10.8281607141752	nan	11.8370648154567	nan	
69.9999999999898	1.08396754220929	2.86379304181179	nan	nan	3.66145348879832	4.19839572783266	4.5005706597199	5.53883528357221	7.72164962628861	8.47581944156346	9.47284972999024	10.7824619904841	nan	11.6002145113892	nan	
70.5999999999897	1.1524157247654	2.73353232956153	nan	nan	3.7302614632241	4.34855670343799	4.4281794976351	5.67905407178093	7.94239768612848	8.48353125201721	9.48910370486489	10.7758479520212	nan	11.3633642073217	nan	
71.1999999999896	1.08125828635831	2.67404850442218	nan	nan	3.63375014918591	4.2383565887065	4.35998377605108	5.8746442347738	7.90200253491235	8.44102891838572	9.44855080054919	10.6784404280147	nan	11.3803762817241	nan	
71.7999999999895	1.01010084794882	2.61299446027921	nan	nan	3.53723883514488	4.15156342196253	4.34072599093234	6.05829894226988	7.8022259540806	8.39420485233508	9.49186978491754	10.6333919259465	nan	11.3973883561308	nan	
72.3999999999894	0.938943409539336	2.55194041613621	nan	nan	3.44072752110385	4.06477025521897	4.32146820581446	6.15118557512466	7.69507975624775	8.38102243620051	9.53518876928735	10.5883434238793	nan	11.4144004305376	nan	
72.9999999999894	0.867785971129847	2.4908863719932	nan	nan	3.34421620706282	3.97797708847541	4.30221042069657	6.24407220797785	7.586649691487	8.37579971928229	9.57850775365716	10.5432949218121	nan	11.4314125049443	nan	
73.5999999999893	0.796628532720358	2.4298323278502	nan	nan	3.24770489302179	3.89118392173185	4.30289460648286	6.18355716123421	7.3544578319073	8.41587628021387	9.59820694313311	10.4382720907403	nan	11.448424579351	nan	
74.1999999999892	0.697805674900449	2.46257679235126	nan	nan	3.27203387842628	3.94823634379095	4.36200604497418	6.16527822857678	7.21005567411557	8.46644275628954	9.63103381997607	10.3120480361239	nan	11.5180506419618	nan	
74.7999999999891	0.598982817080042	2.49851599899448	nan	nan	3.29636286383294	4.00627222066226	4.469520381546	6.05956567444268	7.26796031989453	8.57561673918495	9.5722187343037	10.269863815436	nan	11.5876767045735	nan	
75.399999999989	0.500159959259638	2.53445520563776	nan	nan	3.3206918492396	4.06430809753359	4.5770347181187	5.95118023959457	7.32248236793263	8.65249295095417	9.51340364862967	10.2276795947496	nan	11.6573027671853	nan	
75.9999999999889	0.401337101439234	2.57039441228104	nan	nan	3.34502083464626	4.12234397440492	4.68454905469139	5.84279480474641	7.37418094753649	8.73527280747217	9.45458856295564	10.1854953740632	nan	11.726928829797	nan	
76.5999999999888	0.302514243618828	2.60633361892432	nan	nan	3.36934982005293	4.18037985127624	4.76610326328004	5.8241775848909	7.50869056463425	8.73933799094869	9.40495335101433	10.2437853276289	nan	11.7965548924087	nan	
77.1999999999887	0.38501081670887	2.49534784836204	nan	nan	3.3470773474195	4.30542869568631	4.75922075841625	5.68817390097913	7.70913217176216	8.75789770511534	9.32858483765586	10.260068588986	nan	11.7718845192394	nan	
