Time (s),"Primary somatosensory area, barrel field (L) slice 1","Primary somatosensory area, barrel field (R) slice 1","Primary somatosensory area, lower limb (L) slice 1","Primary somatosensory area, lower limb (R) slice 1",Supplemental somatosensory area (L) slice 1,Supplemental somatosensory area (R) slice 1,Olfactory areas (L) slice 1,Olfactory areas (R) slice 1,Hippocampal formation (L) slice 1,Hippocampal formation (R) slice 1,Cortical subplate (L) slice 1,Cortical subplate (R) slice 1,Striatum (L) slice 1,Striatum (R) slice 1,Pallidum (L) slice 1,Pallidum (R) slice 1,Thalamus (L) slice 1,Thalamus (R) slice 1,Hypothalamus (L) slice 1,Hypothalamus (R) slice 1,"Primary somatosensory area, barrel field (L) slice 2","Primary somatosensory area, barrel field (R) slice 2","Primary somatosensory area, lower limb (L) slice 2","Primary somatosensory area, lower limb (R) slice 2",Supplemental somatosensory area (L) slice 2,Supplemental somatosensory area (R) slice 2,Olfactory areas (L) slice 2,Olfactory areas (R) slice 2,Hippocampal formation (L) slice 2,Hippocampal formation (R) slice 2,Cortical subplate (L) slice 2,Cortical subplate (R) slice 2,Striatum (L) slice 2,Striatum (R) slice 2,Pallidum (L) slice 2,Pallidum (R) slice 2,Thalamus (L) slice 2,Thalamus (R) slice 2,Hypothalamus (L) slice 2,Hypothalamus (R) slice 2,"Primary somatosensory area, barrel field (L) slice 3","Primary somatosensory area, barrel field (R) slice 3","Primary somatosensory area, lower limb (L) slice 3","Primary somatosensory area, lower limb (R) slice 3",Supplemental somatosensory area (L) slice 3,Supplemental somatosensory area (R) slice 3,Olfactory areas (L) slice 3,Olfactory areas (R) slice 3,Hippocampal formation (L) slice 3,Hippocampal formation (R) slice 3,Cortical subplate (L) slice 3,Cortical subplate (R) slice 3,Striatum (L) slice 3,Striatum (R) slice 3,Pallidum (L) slice 3,Pallidum (R) slice 3,Thalamus (L) slice 3,Thalamus (R) slice 3,Hypothalamus (L) slice 3,Hypothalamus (R) slice 3
1.6,2.71793237981027,7.36219014097909,,,3.63590395964845,9.00088049868448,5.18227850520268,8.43902414163142,6.64837779824325,12.8365310530938,10.6391867958139,11.0771812370965,,11.6782410610918,,,16.4879085843741,17.6235010575679,18.16125199353,18.7622296543074,17.2150948006757,20.4949181774842,,,17.677448609574,21.8024246186883,20.1498991348024,23.5408040798171,21.6256192838487,28.381875235509,23.9024242814075,26.6489111303329,26.030530944429,28.2087053146445,,,33.03588080671,32.9525550675815,34.5562303355009,33.4290941067593,33.3436563750674,36.2124826632558,34.42115500018,37.3215685256264,35.0322609126058,36.9156721621066,38.8187564303379,40.6765119161035,39.9733890229914,46.0869243948071,42.3507871881463,44.1051333784996,43.22746410498,46.6627440177538,46.3828195142035,48.2767839613341,50.583831265028,52.0551756426363,51.614426739264,52.1155197833996
2.19999999999991,2.64775587702203,7.16047415305784,,,3.58381716171127,9.26628446011711,6.0942304267949,8.3054366006522,6.67209318810303,12.8514172576947,11.0514256358536,11.067217359115,,11.6243383523447,,,16.56607215681,17.5944269902053,18.2700703268083,18.789861106289,17.2236283056655,20.5125741130463,,,17.8194419954325,21.8423067859415,19.9760474280154,23.2722467595542,21.6451581353118,28.371422498027,23.8135136691155,26.5863341386136,25.7750820822651,28.0336153252526,,,32.8220022906095,33.2726046767674,34.5278608058656,33.4740414342914,33.2594071761906,36.0850818331059,34.3703049545675,37.18118403279,35.0640902231351,36.9417953755157,38.9453483264802,40.9133301839296,39.878655839152,46.0810400747403,42.5521670866553,43.7247130363236,43.3134506449005,46.5176898095942,46.4377139274665,47.7346166673178,50.6763531331783,52.1276463023532,51.6824455955541,51.9968467408559
2.79999999999982,2.62816249930104,7.17203769036418,,,3.83281916591367,9.03942904444478,6.05974373012351,8.49599110724833,6.69016639561275,12.7859372858435,10.4917452732455,11.4475267977521,,11.5020866282734,,,16.577057911973,17.5074675187063,18.2249898686514,18.9008114254691,17.2445529052858,20.55469574232,,,17.9660367750488,21.9049225061454,19.8102163593864,23.0206789398712,21.6697759105009,28.3953022722328,23.7289921522712,26.5341470971437,25.5211355344572,27.8694173872725,,,32.6424389339941,33.6242682186378,34.5365513796346,33.5362141961933,33.1934483048341,35.987978240287,34.3317964056624,37.0685454169231,35.0883235747831,36.9730698168264,39.0893802162212,41.1676919322937,39.7917225948874,46.1024412642061,42.7662401834011,43.3552780153437,43.3992821192778,46.3868044580052,46.4952281315943,47.1988881367258,50.8034489260329,52.223535072765,51.7728699086463,51.8889053882415
3.39999999999973,2.58874869768059,7.13992682036528,,,4.06626160145735,8.78122324554237,6.01385594930695,8.66874992460013,6.70280784686527,12.691872568359,9.93086280555724,11.8160002646031,,11.3720465763864,,,16.5618054754338,17.3950155042493,18.158588285823,18.990750688548,17.2551091476042,20.5763454874217,,,18.1087812980098,21.9485157261778,19.6376739513082,22.7548950063059,21.6901438516381,28.3904540156337,23.6407980212479,26.4732661735151,25.2659319119123,27.6961054295745,,,32.434162066182,33.9494785245702,34.514231586265,33.5839734245413,33.1838894472433,35.9052419823449,34.3226508287697,37.0441183793744,35.0976293078963,36.9794903817628,38.9524694076915,40.9415766250853,39.8538373319774,46.3031767574033,42.7365963222552,43.4655341730394,43.4063203726366,46.2092009704654,46.5702688732504,47.7491402286542,51.0380799686063,52.2033354330637,51.5683465636808,52.3238408624288
3.99999999999964,2.5687497369179,7.1505966533266,,,4.31494521200604,8.55372631060409,5.97913595356929,8.85894028006565,6.72076990497496,12.6258076701642,9.37115784441174,12.1960675051186,,11.2496354806638,,,16.5722543215148,17.3075343817923,18.1130715359581,19.1012710609174,17.1709410909279,20.4887615748917,,,17.965156258767,21.9791935963399,19.8226137942531,22.7349523694076,21.6751622166895,28.1399754324929,23.6116330573992,26.2432050368825,25.4424778576907,27.8431096233405,,,32.3213651426983,33.8588477993055,34.5285190634253,33.3275645186775,33.1893220058053,35.8473384395417,34.3236207904251,37.042432869429,35.1007091174691,36.9901330800144,38.8298530507756,40.7298405911414,39.9223451825862,46.5262764443466,42.7173562669934,43.5847942986216,43.4132315286492,46.0432107919285,46.647456890566,48.3046697647345,51.3010490544817,52.2023301266815,51.3821875441567,52.7675724191126
4.59999999999954,2.55322099157611,7.16546264429235,,,4.15847954116814,8.60894159936639,5.80033653854159,8.32163007682979,6.73839013860434,12.6714766120528,9.72404904223554,11.8912384286361,,11.4140924234058,,,16.5655929933895,17.3528210386891,18.2345050390015,18.8188179656297,17.1169216791427,20.4607048900782,,,17.8327268233463,22.0651842403497,20.0270685694002,22.7563467116169,21.6725380588172,27.9730309303964,23.5931471565382,26.0384235813309,25.622679069076,28.0166151553615,,,32.2920600807929,33.8451366084751,34.6329770969795,33.1130666399987,33.2392565721231,35.863150793252,34.3546187207749,37.1082555673451,35.0853072776195,37.0133091778879,38.7496697628974,40.5607894192428,40.0098309859443,46.8157642238755,42.7289999017998,43.7307826962114,43.4197653962837,45.9116947125731,46.7310190940876,48.8758653898731,51.6481396009288,52.2583031845528,51.2505430111162,53.2374151401774
5.19999999999945,2.59511744897662,7.30686536862337,,,4.04709420712519,8.75498754453468,5.65456919042774,7.83587886486325,6.77174765948342,12.7999633998994,10.0804230680903,11.6207014078082,,11.601114287368,,,16.634950901065,17.4719665825203,18.4177116864115,18.5972396610407,17.0929422414361,20.4919608670456,,,17.7114526371857,22.2062882832734,20.250967935162,22.8189290337623,21.6822268354862,27.8893194106884,23.5853018259745,25.8588306862317,25.8065223706605,28.2165265015442,,,32.3459459339898,33.9080676955612,34.8272806670913,32.9403287201769,33.3581190680716,36.0235441406282,34.4217222545312,37.2633451751385,35.0606614223832,37.0314161418792,38.6605817604287,40.5280462317557,40.1057271891696,46.9348004156208,42.7557126555322,43.4950294979007,43.3784476266424,45.9907535708256,46.762167670615,48.2556718423304,51.7062679933443,52.2963120609,51.1575633816688,52.7503638823916
5.79999999999936,2.58406511964849,7.33159516559245,,,3.89414264388953,8.81728327507966,5.47834469488195,7.30258779404872,6.79059464793981,12.8520881680483,10.4335857597261,11.3185454695946,,11.7673302134462,,,16.6342154331584,17.5230106958724,18.5439605367147,18.3195318844439,17.1989262172989,20.5636387036692,,,17.9883318656283,22.2429354021941,20.5339649431772,23.0888577991398,21.6890712135927,27.9742296185502,23.9015221867054,26.259410676038,25.9598725374781,28.3559971171566,,,32.5451969106486,34.2232524952383,34.8746916621672,32.789868143095,33.436096485309,36.1162128979646,34.4612383618877,37.3564133476922,35.0529951087327,37.0380083662913,38.5325094636539,40.4560874215922,40.1841878848512,46.9928442493191,42.754051810791,43.2347203849253,43.3374764810259,46.0381402342807,46.787460126983,47.6210854771017,51.6871119505124,52.2819735258646,51.0144999653727,52.2393236617517
6.39999999999927,2.58697440002918,7.33361202725723,,,3.74470482309694,8.85964413913978,5.59290575561402,7.46361173897461,6.77320715864736,12.7955184809424,10.3232391532365,11.6631187813978,,12.0444057890645,,,16.4651603941871,17.4294036405635,18.4336360778142,18.5910443892405,17.2720812999468,20.5704972753096,,,18.2530201885202,22.2193523796732,20.7957121196438,23.3137746816336,21.6824595210595,27.9681794719313,24.2061141037793,26.6324635927801,26.1092424814796,28.4666103958386,,,32.6535335056508,34.4546795276524,34.8239158373155,32.5937706015342,33.4656156164197,36.1286123329609,34.4680569804751,37.3759717570371,35.065453483854,37.0309529578066,38.3582317504418,40.3376490173031,40.241983466512,46.9785980145879,42.7187616813176,42.9453068266017,43.2969161651471,46.0479880124959,46.8058117248466,46.9694402899376,51.5763559549741,52.2055911861276,50.8120756636406,51.6998509649498
6.99999999999918,2.53823809237934,7.22182756667951,,,3.55472381932506,8.82031608549013,5.67775929354864,7.57826589685254,6.7416662765029,12.6644662295671,10.2097602512898,11.9768513944404,,12.3011875116425,,,16.2277371484513,17.269371296969,18.2677556920216,18.8078089051454,17.3182198105737,20.5240127650094,,,18.5076759929333,22.1462028992323,21.039971725003,23.5016489880109,21.6647741411139,27.8872734064176,24.5011363809783,26.982863075941,26.2553368969498,28.5534754988994,,,32.6870520151419,34.6171780178589,34.6923370662684,32.360116072304,33.2471669635581,35.9377249035527,34.370340403073,37.1840466604067,35.0709007996523,36.9820739238413,38.2767829466326,40.5311076503493,40.1612213912123,46.8426769856402,42.3495218327274,43.2146918786813,43.2287528796038,46.4071764103277,46.6962606896203,47.2831449188925,51.2928817782657,52.2743563812336,50.9088431173361,51.9882184633389
