Matrix;Primary somatosensory area, barrel field (L);Primary somatosensory area, barrel field (R);Primary somatosensory area, lower limb (L);Primary somatosensory area, lower limb (R);Supplemental somatosensory area (L);Supplemental somatosensory area (R);Olfactory areas (L);Olfactory areas (R);Hippocampal formation (L);Hippocampal formation (R);Cortical subplate (L);Cortical subplate (R);Striatum (L);Striatum (R);Pallidum (L);Pallidum (R);Thalamus (L);Thalamus (R);Hypothalamus (L);Hypothalamus (R)
Primary somatosensory area, barrel field (L);1;0.719144126932683;0.340629479285835;0.384500719243669;0.126571929233593;-0.495596031696751;-0.0823877586017722;0.267566294017722;-0.0276067245540605;-0.552817476794778;-0.216155990877706;0.0787297970294726;-0.104602465981707;0.00874030256504613;-0.00827997129219802;-0.0105228419139653;-0.683124129631125;-0.576650296171855;-0.576525489234287;-0.456258011781953
Primary somatosensory area, barrel field (R);0.719144126932683;0.999999999999999;-0.0263199869495763;0.169546707437067;-0.173437307464356;-0.258870440304679;-0.288852227120088;0.277423607654694;-0.227059848402223;-0.0532340036861965;-0.394338416350146;-0.0394187702111666;-0.38979025901369;-0.193535184166736;-0.0557696348838573;-0.154568809733007;-0.238892732541186;-0.08569413046847;-0.252379959484562;-0.24510695004395
Primary somatosensory area, lower limb (L);0.340629479285835;-0.0263199869495763;1;0.535450749630759;-0.0709069280106648;-0.179308224838453;-0.106729548685216;-0.209735067332523;0.677403963525022;-0.402948417913479;-0.095283475285565;-0.1338162352419;0.0253815638914918;0.0455827228220567;0.0449822246454216;0.0639362605511211;-0.577063739185337;-0.484775886860802;-0.491007383742925;-0.341865963793956
Primary somatosensory area, lower limb (R);0.384500719243669;0.169546707437067;0.535450749630759;1;0.01692340585431;-0.0312079386919535;-0.172116031405612;-0.217443637852126;-0.152873388610288;-0.464780005113758;-0.184556653154867;-0.0865115395047736;-0.0825540954838126;0.156626710939599;0.0684378511757833;0.220030476909566;-0.546536140691976;-0.445968518400147;-0.494728658325025;-0.322133568353482
Supplemental somatosensory area (L);0.126571929233593;-0.173437307464356;-0.0709069280106648;0.01692340585431;1;-0.0952707409312122;0.235402410427963;0.0746785572140672;-0.0793244432707117;-0.368764067321052;0.214964944216184;0.0863424153944316;0.474686049786618;0.0433964682020014;0.0158841675534111;0.0392489310068475;-0.0207957207780341;-0.272918969585789;0.0253986864064291;-0.108657733304668
Supplemental somatosensory area (R);-0.495596031696751;-0.258870440304679;-0.179308224838453;-0.0312079386919535;-0.0952707409312122;1;-0.0208668112298305;-0.232893051970926;-0.110642512805003;0.480537636304665;0.107237269052206;-0.209625792035498;0.020630126651766;-0.147558165178527;-0.011881336442743;-0.0686952037363316;0.429405809215434;0.301727443261214;0.251973450502701;0.191609383880653
Olfactory areas (L);-0.0823877586017722;-0.288852227120088;-0.106729548685216;-0.172116031405612;0.235402410427963;-0.0208668112298305;1;-0.114019735744974;-0.0291230590665033;-0.161878539302548;0.629135487502739;-0.079673398360204;0.533930513291811;-0.019200545506814;-0.0199155022416196;0.000502890189961197;-0.062703120301104;-0.228231175810389;-0.0829122304372696;-0.11291987154665
Olfactory areas (R);0.267566294017722;0.277423607654694;-0.209735067332523;-0.217443637852126;0.0746785572140672;-0.232893051970926;-0.114019735744974;1;-0.134273110861805;-0.100234038509036;-0.258159854508334;0.0134109170291425;-0.200828348339772;-0.167542428214417;-0.0836335686977674;-0.15470870546133;-0.0419579866664004;-0.0760010314465534;-0.0331811385470299;-0.124861520330923
Hippocampal formation (L);-0.0276067245540605;-0.227059848402223;0.677403963525022;-0.152873388610288;-0.0793244432707117;-0.110642512805003;-0.0291230590665033;-0.134273110861805;1;0.0194269070213379;0.0101413989056421;-0.139495676593444;0.0986657096407595;-0.101328085954401;-0.0113142748073994;-0.105976155180442;-0.120217945631281;-0.130623287102959;-0.104032762738693;-0.0855110206615312
Hippocampal formation (R);-0.552817476794778;-0.0532340036861965;-0.402948417913479;-0.464780005113758;-0.368764067321052;0.480537636304665;-0.161878539302548;-0.100234038509036;0.0194269070213379;1;-0.0777925761748399;-0.224194631234638;-0.245768874213556;-0.309689789400331;-0.0669168851109072;-0.203965304106493;0.685262691381759;0.66570427219212;0.44346399603879;0.396386875030177
Cortical subplate (L);-0.216155990877706;-0.394338416350146;-0.095283475285565;-0.184556653154867;0.214964944216184;0.107237269052206;0.629135487502739;-0.258159854508334;0.0101413989056421;-0.0777925761748399;1;-0.0783190388260562;0.700107000298477;0.0238435919312251;0.0150617297686056;-0.0523781521630323;0.0059402593732358;-0.0829853194335535;-0.0437388459187273;-0.0450057230379279
Cortical subplate (R);0.0787297970294726;-0.0394187702111666;-0.1338162352419;-0.0865115395047736;0.0863424153944316;-0.209625792035498;-0.079673398360204;0.0134109170291425;-0.139495676593444;-0.224194631234638;-0.0783190388260562;1;-0.0399720581888245;0.0142211290530593;-0.0622355630098834;-0.0344978297741317;-0.181872959111498;-0.150465705043428;-0.155131343770334;-0.145424729676186
Striatum (L);-0.104602465981707;-0.38979025901369;0.0253815638914918;-0.0825540954838126;0.474686049786618;0.020630126651766;0.533930513291811;-0.200828348339772;0.0986657096407595;-0.245768874213556;0.700107000298477;-0.0399720581888245;1;0.0544055776067416;0.0289906932055079;0.0139216761841943;-0.052778529509199;-0.223100178670116;-0.0611730917633446;-0.10566342539052
Striatum (R);0.00874030256504613;-0.193535184166736;0.0455827228220567;0.156626710939599;0.0433964682020014;-0.147558165178527;-0.019200545506814;-0.167542428214417;-0.101328085954401;-0.309689789400331;0.0238435919312251;0.0142211290530593;0.0544055776067416;1;0.0441625192165123;0.127040177638854;-0.289553887799937;-0.277253524000339;-0.285361897689498;-0.189471803199404
Pallidum (L);-0.00827997129219802;-0.0557696348838573;0.0449822246454216;0.0684378511757833;0.0158841675534111;-0.011881336442743;-0.0199155022416196;-0.0836335686977674;-0.0113142748073994;-0.0669168851109072;0.0150617297686056;-0.0622355630098834;0.0289906932055079;0.0441625192165123;1;0.00946053501380009;-0.0690300913181452;-0.076950678701999;-0.101873414593083;-0.0671771310696949
Pallidum (R);-0.0105228419139653;-0.154568809733007;0.0639362605511211;0.220030476909566;0.0392489310068475;-0.0686952037363316;0.000502890189961197;-0.15470870546133;-0.105976155180442;-0.203965304106493;-0.0523781521630323;-0.0344978297741317;0.0139216761841943;0.127040177638854;0.00946053501380009;1;-0.209011400326501;-0.195133273247766;-0.180564297658849;-0.107295702177689
Thalamus (L);-0.683124129631125;-0.238892732541186;-0.577063739185337;-0.546536140691976;-0.0207957207780341;0.429405809215434;-0.062703120301104;-0.0419579866664004;-0.120217945631281;0.685262691381759;0.0059402593732358;-0.181872959111498;-0.052778529509199;-0.289553887799937;-0.0690300913181452;-0.209011400326501;1;0.693204400131051;0.715878062255358;0.390560835073464
Thalamus (R);-0.576650296171855;-0.08569413046847;-0.484775886860802;-0.445968518400147;-0.272918969585789;0.301727443261214;-0.228231175810389;-0.0760010314465534;-0.130623287102959;0.66570427219212;-0.0829853194335535;-0.150465705043428;-0.223100178670116;-0.277253524000339;-0.076950678701999;-0.195133273247766;0.693204400131051;1;0.605921272210775;0.411372175915563
Hypothalamus (L);-0.576525489234287;-0.252379959484562;-0.491007383742925;-0.494728658325025;0.0253986864064291;0.251973450502701;-0.0829122304372696;-0.0331811385470299;-0.104032762738693;0.44346399603879;-0.0437388459187273;-0.155131343770334;-0.0611730917633446;-0.285361897689498;-0.101873414593083;-0.180564297658849;0.715878062255358;0.605921272210775;1;0.38336195388302
Hypothalamus (R);-0.456258011781953;-0.24510695004395;-0.341865963793956;-0.322133568353482;-0.108657733304668;0.191609383880653;-0.11291987154665;-0.124861520330923;-0.0855110206615312;0.396386875030177;-0.0450057230379279;-0.145424729676186;-0.10566342539052;-0.189471803199404;-0.0671771310696949;-0.107295702177689;0.390560835073464;0.411372175915563;0.38336195388302;1
