Matrix;Primary somatosensory area, barrel field (L);Primary somatosensory area, barrel field (R);Primary somatosensory area, lower limb (L);Primary somatosensory area, lower limb (R);Supplemental somatosensory area (L);Supplemental somatosensory area (R);Olfactory areas (L);Olfactory areas (R);Hippocampal formation (L);Hippocampal formation (R);Cortical subplate (L);Cortical subplate (R);Striatum (L);Striatum (R);Pallidum (L);Pallidum (R);Thalamus (L);Thalamus (R);Hypothalamus (L);Hypothalamus (R)
Primary somatosensory area, barrel field (L);;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, barrel field (R);;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, lower limb (L);;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, lower limb (R);;;;;;;;;;;;;;;;;;;;
Supplemental somatosensory area (L);;;;;;;;;;;;;;;;;;;;
Supplemental somatosensory area (R);;;;;;;;;;;;;;;;;;;;
Olfactory areas (L);;;;;;;0.999999999999999;;-0.421299967400832;-0.267732159813605;-0.115146510187363;;;;;;-0.398886852723718;-0.1317209373708;;
Olfactory areas (R);;;;;;;;;;;;;;;;;;;;
Hippocampal formation (L);;;;;;;-0.421299967400832;;1;-0.344944994707528;-0.354938580331081;;;;;;0.548509951215768;-0.133141676772134;;
Hippocampal formation (R);;;;;;;-0.267732159813605;;-0.344944994707528;1;-0.154400019007768;;;;;;-0.471958672762259;-0.0577893018240301;;
Cortical subplate (L);;;;;;;-0.115146510187363;;-0.354938580331081;-0.154400019007768;1;;;;;;-0.291163788831351;-0.0422140992553802;;
Cortical subplate (R);;;;;;;;;;;;;;;;;;;;
Striatum (L);;;;;;;;;;;;;;;;;;;;
Striatum (R);;;;;;;;;;;;;;;;;;;;
Pallidum (L);;;;;;;;;;;;;;;;;;;;
Pallidum (R);;;;;;;;;;;;;;;;;;;;
Thalamus (L);;;;;;;-0.398886852723718;;0.548509951215768;-0.471958672762259;-0.291163788831351;;;;;;1;-0.131501239919828;;
Thalamus (R);;;;;;;-0.1317209373708;;-0.133141676772134;-0.0577893018240301;-0.0422140992553802;;;;;;-0.131501239919828;1;;
Hypothalamus (L);;;;;;;;;;;;;;;;;;;;
Hypothalamus (R);;;;;;;;;;;;;;;;;;;;
