Matrix;Primary somatosensory area, barrel field (L);Primary somatosensory area, barrel field (R);Primary somatosensory area, lower limb (L);Primary somatosensory area, lower limb (R);Supplemental somatosensory area (L);Supplemental somatosensory area (R);Olfactory areas (L);Olfactory areas (R);Hippocampal formation (L);Hippocampal formation (R);Cortical subplate (L);Cortical subplate (R);Striatum (L);Striatum (R);Pallidum (L);Pallidum (R);Thalamus (L);Thalamus (R);Hypothalamus (L);Hypothalamus (R)
Primary somatosensory area, barrel field (L);1;0.122868112086925;0.435127661636659;0.0245148036862523;0.614835599491843;-0.0598780126038951;-0.345329812073598;0.180176444302678;-0.553633862076403;-0.104057729733558;0.235711998265051;0.0524803203446709;0.0316026221427399;-0.294364658213542;-0.365969497729234;-0.12910048783684;-0.461431541285825;-0.174731101119637;-0.181545686397252;-0.389391221739438
Primary somatosensory area, barrel field (R);0.122868112086925;1;-0.18136812110116;0.0183356298611482;-0.275136458172324;0.182499558371898;-0.195687005470966;-0.397848619345363;0.0594584676248558;-0.204620505673144;-0.0804514926706509;-9.13566234927304e-06;-0.298501121551466;-0.174432706974714;-0.0906832396963057;-0.18555110148417;0.14858681299923;0.550169656800977;0.00873408501288438;0.158800502949214
Primary somatosensory area, lower limb (L);0.435127661636659;-0.18136812110116;1;0.524723097374236;0.519250762366819;-0.0488151186844959;-0.176457537606073;0.105260111681994;-0.427055692323389;0.0392127709105266;0.135980048457976;0.0405388385368334;0.200074010476503;-0.202100040236788;-0.222278626984791;-0.048708977532685;-0.346078028895889;-0.399748204432179;-0.107533909305542;-0.386082463930198
Primary somatosensory area, lower limb (R);0.0245148036862523;0.0183356298611482;0.524723097374236;1;0.185198262758413;0.0741763661806338;-0.332784063403044;-0.264116788461284;-0.155494541882277;0.112771792377706;0.0781557714177901;-0.251969616939863;-0.0213206049018734;-0.11048057926954;-0.0871247183247659;-0.0620597327378983;-0.0663605729654602;-0.115784517918157;0.0618382602987974;-0.258287667769317
Supplemental somatosensory area (L);0.614835599491843;-0.275136458172324;0.519250762366819;0.185198262758413;1;-0.0849496684495695;-0.235889395168526;0.389734914374576;-0.658452995178319;-0.217672608564559;0.303388203223193;0.0290117525142834;0.163917277024349;-0.0112406606916132;-0.29575531766808;0.0081682863278213;-0.655190282103445;-0.469624653141026;-0.390675022839763;-0.576120762945657
Supplemental somatosensory area (R);-0.0598780126038951;0.182499558371898;-0.0488151186844959;0.0741763661806338;-0.0849496684495695;1;-0.146240990342651;-0.405197060752286;0.0125942753412659;-0.0349535441261914;-0.348405749901272;-0.012160173362946;0.0513771165615639;-0.0570442397532557;0.0662055485434843;-0.248893230460286;0.0951718860732304;0.259351517029004;0.220152008093658;0.0230020605601696
Olfactory areas (L);-0.345329812073598;-0.195687005470966;-0.176457537606073;-0.332784063403044;-0.235889395168526;-0.146240990342651;1;0.172992757949551;0.458186196037034;0.262991872437625;-0.0656331126653513;-0.0665588479858573;-0.192796921438348;0.0105732136875281;0.110463552623093;-0.159475492281417;0.241711383954002;-0.0737990259279397;-0.105078353866245;0.114252393645856
Olfactory areas (R);0.180176444302678;-0.397848619345363;0.105260111681994;-0.264116788461284;0.389734914374576;-0.405197060752286;0.172992757949551;1;-0.363165421102202;-0.103006025802972;0.343758586712512;0.273780472990577;0.152934171377091;0.0276046670452839;-0.233997402021744;0.0676028319285058;-0.476395808350721;-0.509528299395831;-0.472611361922162;-0.340711567694615
Hippocampal formation (L);-0.553633862076403;0.0594584676248558;-0.427055692323389;-0.155494541882277;-0.658452995178319;0.0125942753412659;0.458186196037034;-0.363165421102202;1;0.397035142536005;-0.423932097703316;-0.247506785500791;-0.335175439959221;-0.12407521088992;0.353927938129174;-0.284609184652633;0.853301368176314;0.454659895326502;0.436019301819551;0.539470842167209
Hippocampal formation (R);-0.104057729733558;-0.204620505673144;0.0392127709105266;0.112771792377706;-0.217672608564559;-0.0349535441261914;0.262991872437625;-0.103006025802972;0.397035142536005;1;-0.101692869613062;-0.166622553750148;-0.340196551919623;-0.363022195785565;-0.130718295004671;-0.321830434078638;0.504620662956308;0.185460999753634;0.392661507553267;0.197873483299364
