Robustness test to random failure

Node removal

network efficiency	number of connected components	size of largest island	average of shortest path lengths	average of weighted shortest path lengths
0.7813852813852814	1	22	1.4372294372294372	0.45427296860646355
0.7792207792207793	1	22	1.4415584415584415	0.45427296860646355
0.7770562770562771	1	22	1.4458874458874458	0.45591843918918
0.7748917748917749	1	22	1.4502164502164503	0.4569058846641995
0.7727272727272727	1	22	1.4545454545454546	0.4569058846641995
0.7705627705627706	1	22	1.4588744588744589	0.45872940957164593
0.7676767676767677	1	22	1.4675324675324675	0.4613931843894919
0.7655122655122656	1	22	1.4718614718614718	0.46278882985606307
0.7633477633477634	1	22	1.4761904761904763	0.46654643402659246
0.7611832611832612	1	22	1.4805194805194806	0.47057419159130104
0.759018759018759	1	22	1.4848484848484849	0.4721443463093111
0.7561327561327561	1	22	1.4935064935064934	0.4721443463093111
0.753968253968254	1	22	1.4978354978354977	0.47329700295999527
0.7518037518037518	1	22	1.5021645021645023	0.47329700295999527
0.7496392496392495	1	22	1.5064935064935066	0.4793189792730744
0.7474747474747474	1	22	1.5108225108225108	0.4793189792730744
0.7453102453102453	1	22	1.5151515151515151	0.48005244506617356
0.7431457431457431	1	22	1.5194805194805194	0.4818350878633991
0.740981240981241	1	22	1.5238095238095237	0.48546178996014294
0.7388167388167388	1	22	1.5281385281385282	0.4858033263010703
0.7366522366522366	1	22	1.5324675324675325	0.4858033263010703
0.7344877344877344	1	22	1.5367965367965368	0.48892378940742015
0.7323232323232323	1	22	1.5411255411255411	0.48892378940742015
0.7294372294372293	1	22	1.5497835497835497	0.4921842810137127
0.7272727272727272	1	22	1.5541125541125542	0.4932561614739849
0.725108225108225	1	22	1.5584415584415585	0.4959376787931655
0.722222222222222	1	22	1.567099567099567	0.4959376787931655
0.7200577200577198	1	22	1.5714285714285714	0.49726260936921507
0.7178932178932177	1	22	1.5757575757575757	0.49726260936921507
0.7157287157287155	1	22	1.58008658008658	0.49894060258418493
0.7135642135642134	1	22	1.5844155844155845	0.5002643583825718
0.7070707070707066	1	22	1.6147186147186148	0.5075359514175262
0.7049062049062045	1	22	1.619047619047619	0.5075359514175262
0.7020202020202017	1	22	1.6277056277056277	0.5075359514175262
0.6998556998556994	1	22	1.632034632034632	0.5089026304661838
0.6976911976911973	1	22	1.6363636363636365	0.5147909398784368
0.6948051948051943	1	22	1.645021645021645	0.5147909398784368
0.6926406926406922	1	22	1.6493506493506493	0.5160737168538244
0.69047619047619	1	22	1.6536796536796536	0.5160737168538244
0.687590187590187	1	22	1.6623376623376624	0.5202940983143789
0.6854256854256848	1	22	1.6666666666666667	0.5227658520207936
0.6832611832611827	1	22	1.670995670995671	0.5257340107405267
0.6810966810966805	1	22	1.6753246753246753	0.5288758100874165
0.6789321789321784	1	22	1.6796536796536796	0.5303283607229902
0.6767676767676762	1	22	1.683982683982684	0.5303283607229902
0.674603174603174	1	22	1.6883116883116882	0.5303283607229902
0.672438672438672	1	22	1.6926406926406927	0.5335703811409873
0.6695526695526691	1	22	1.7012987012987013	0.5348192150604457
0.6666666666666663	1	22	1.70995670995671	0.5411484507196068
0.6645021645021641	1	22	1.7142857142857142	0.5444146091161182
0.662337662337662	1	22	1.7186147186147187	0.5454415554358023
0.659451659451659	1	22	1.7272727272727273	0.5469184137632307
0.6572871572871568	1	22	1.7316017316017316	0.5493504701530945
0.6544011544011541	1	22	1.7402597402597402	0.5566348642768003
0.652236652236652	1	22	1.7445887445887447	0.5566348642768003
0.6500721500721498	1	22	1.748917748917749	0.5578718659988057
0.6450216450216448	1	22	1.7705627705627707	0.5632694836781971
0.6428571428571426	1	22	1.774891774891775	0.5664536227833853
0.6392496392496388	1	22	1.7878787878787878	0.5670946705093302
0.6370851370851367	1	22	1.7922077922077921	0.567134319311704
0.6349206349206346	1	22	1.7965367965367964	0.5730653454008504
0.6327561327561325	1	22	1.800865800865801	0.5769181617620165
0.6298701298701296	1	22	1.8095238095238095	0.579810840119435
0.6277056277056274	1	22	1.8138528138528138	0.5849152967472104
0.6226551226551226	1	22	1.8398268398268398	0.5879921066440644
0.6183261183261182	1	22	1.8571428571428572	0.5896492184655938
0.6147186147186146	1	22	1.87012987012987	0.5913944034528247
0.6111111111111109	1	22	1.8831168831168832	0.5922061714697797
0.6046176046176046	1	22	1.9134199134199135	0.5989010211257323
0.5966810966810968	1	22	1.9567099567099566	0.6154622874399334
0.5930735930735932	1	22	1.9696969696969697	0.62274222698905
0.5562770562770568	2	21	1.8952380952380952	0.6066889953541914
0.5533910533910541	2	21	1.9047619047619047	0.6107875655404756
0.5505050505050512	2	21	1.9142857142857144	0.620430620562493
0.5432900432900442	2	21	1.957142857142857	0.6393082832403592
0.5086580086580091	3	20	1.8736842105263158	0.618844944643607
0.5046897546897551	3	20	1.894736842105263	0.6271835361353693
0.5010822510822515	3	20	1.9105263157894736	0.6379212103545722
0.497474747474748	3	20	1.9263157894736842	0.6481003339585535
0.4942279942279947	3	20	1.9421052631578948	0.650159950229675
