Matrix;Primary somatosensory area, barrel field (L);Primary somatosensory area, barrel field (R);Primary somatosensory area, lower limb (L);Primary somatosensory area, lower limb (R);Supplemental somatosensory area (L);Supplemental somatosensory area (R);Olfactory areas (L);Olfactory areas (R);Hippocampal formation (L);Hippocampal formation (R);Cortical subplate (L);Cortical subplate (R);Striatum (L);Striatum (R);Pallidum (L);Pallidum (R);Thalamus (L);Thalamus (R);Hypothalamus (L);Hypothalamus (R)
Primary somatosensory area, barrel field (L);1;0.828497102668246;;;0.831017547332748;0.460661375093331;0.481909857575678;-0.786801524063991;-0.70060937153544;-0.779783507043146;0.0363127232748172;-0.0985641807133615;0.611115770682754;;;;-0.463608304663762;-0.725450800831261;-0.588253480201115;-0.744913138477409
Primary somatosensory area, barrel field (R);0.828497102668246;1;;;0.600236821841873;0.643464154889116;0.479507268851851;-0.764818948141746;-0.676313987088341;-0.794666612015507;0.122493605831044;-0.0935616286686098;0.480749826466854;;;;-0.491789990123414;-0.750317402779866;-0.565486936177905;-0.762461548682679
Primary somatosensory area, lower limb (L);;;;;;;;;;;;;;;;;;;;
Primary somatosensory area, lower limb (R);;;;;;;;;;;;;;;;;;;;
Supplemental somatosensory area (L);0.831017547332748;0.600236821841873;;;1;0.299245882377354;0.438743139620842;-0.619312633726906;-0.641511017259317;-0.621451205907231;0.0570799413115966;-0.0533331523948943;0.415288632405137;;;;-0.386781871815986;-0.586891629032584;-0.537562899693557;-0.634896205824513
Supplemental somatosensory area (R);0.460661375093331;0.643464154889116;;;0.299245882377354;0.999999999999999;0.60694779712653;-0.608728225079054;-0.672139350502823;-0.692765355567741;0.339920302639952;0.17665570288167;0.0724307052453272;;;;-0.359878237576198;-0.677624071782917;-0.473744302616082;-0.675529229093562
Olfactory areas (L);0.481909857575678;0.479507268851851;;;0.438743139620842;0.60694779712653;1;-0.758429754168046;-0.837442093954727;-0.822674674715183;0.720025307360797;0.479242247481389;0.272115289321075;;;;-0.0869280235833994;-0.677238874487177;-0.527400969706576;-0.752909883636194
Olfactory areas (R);-0.786801524063991;-0.764818948141746;;;-0.619312633726906;-0.608728225079054;-0.758429754168046;1;0.784112653322888;0.872368900116101;-0.333608276219701;-0.112948244918452;-0.543201361560868;;;;0.150581567076903;0.670481834457219;0.469758987829576;0.738485760613689
Hippocampal formation (L);-0.70060937153544;-0.676313987088341;;;-0.641511017259317;-0.672139350502823;-0.837442093954727;0.784112653322888;1;0.90100921080658;-0.586435967090914;-0.373262564921809;-0.445255260974958;;;;0.431729706652279;0.846484854043915;0.716381207774254;0.865496696879017
Hippocampal formation (R);-0.779783507043146;-0.794666612015507;;;-0.621451205907231;-0.692765355567741;-0.822674674715183;0.872368900116101;0.90100921080658;1;-0.526713430486034;-0.290854902526777;-0.523445921975915;;;;0.410344437821695;0.889575957585214;0.680012769863548;0.893203719419856
Cortical subplate (L);0.0363127232748172;0.122493605831044;;;0.0570799413115966;0.339920302639952;0.720025307360797;-0.333608276219701;-0.586435967090914;-0.526713430486034;1;0.58492633642899;0.0336816497176039;;;;-0.1354383219916;-0.494464162364232;-0.478360749315055;-0.513976319150648
Cortical subplate (R);-0.0985641807133615;-0.0935616286686098;;;-0.0533331523948943;0.17665570288167;0.479242247481389;-0.112948244918452;-0.373262564921809;-0.290854902526777;0.58492633642899;0.999999999999999;-0.106886037889339;;;;-0.191656484997522;-0.358140511102928;-0.472760881529391;-0.378065293460181
Striatum (L);0.611115770682754;0.480749826466854;;;0.415288632405137;0.0724307052453272;0.272115289321075;-0.543201361560868;-0.445255260974958;-0.523445921975915;0.0336816497176039;-0.106886037889339;1;;;;-0.327420745287767;-0.509265838512845;-0.483561666666739;-0.48847673857413
Striatum (R);;;;;;;;;;;;;;;;;;;;
Pallidum (L);;;;;;;;;;;;;;;;;;;;
Pallidum (R);;;;;;;;;;;;;;;;;;;;
Thalamus (L);-0.463608304663762;-0.491789990123414;;;-0.386781871815986;-0.359878237576198;-0.0869280235833994;0.150581567076903;0.431729706652279;0.410344437821695;-0.1354383219916;-0.191656484997522;-0.327420745287767;;;;1;0.710531191145541;0.753244368166727;0.593654670727085
Thalamus (R);-0.725450800831261;-0.750317402779866;;;-0.586891629032584;-0.677624071782917;-0.677238874487177;0.670481834457219;0.846484854043915;0.889575957585214;-0.494464162364232;-0.358140511102928;-0.509265838512845;;;;0.710531191145541;1;0.834429850941102;0.919478991989825
Hypothalamus (L);-0.588253480201115;-0.565486936177905;;;-0.537562899693557;-0.473744302616082;-0.527400969706576;0.469758987829576;0.716381207774254;0.680012769863548;-0.478360749315055;-0.472760881529391;-0.483561666666739;;;;0.753244368166727;0.834429850941102;1;0.807966232040925
Hypothalamus (R);-0.744913138477409;-0.762461548682679;;;-0.634896205824513;-0.675529229093562;-0.752909883636194;0.738485760613689;0.865496696879017;0.893203719419856;-0.513976319150648;-0.378065293460181;-0.48847673857413;;;;0.593654670727085;0.919478991989825;0.807966232040925;1
